PID	Ass. Year	Improvements	Land	Total	CollectedOn
689	2025	281400	161500	442900	2024-12-03
689	2023	281400	161600	443000	2024-12-03
689	2022	309800	161700	471500	2024-12-03
690	2025	726400	200500	926900	2024-12-03
690	2023	726400	200500	926900	2024-12-03
690	2022	726400	200500	926900	2024-12-03
691	2025	400600	212900	613500	2024-12-03
691	2023	400600	212900	613500	2024-12-03
691	2022	400600	212900	613500	2024-12-03
692	2025	578500	227500	806000	2024-12-03
692	2023	578500	227500	806000	2024-12-03
692	2022	578500	227500	806000	2024-12-03
694	2025	192900	152200	345100	2024-12-03
694	2023	192900	152200	345100	2024-12-03
694	2022	192900	152200	345100	2024-12-03
695	2025	179300	193800	373100	2024-12-03
695	2023	179300	193800	373100	2024-12-03
695	2022	179300	193800	373100	2024-12-03
696	2025	324100	191200	515300	2024-12-03
696	2023	324100	191200	515300	2024-12-03
696	2022	324100	191200	515300	2024-12-03
697	2025	227900	135800	363700	2024-12-03
697	2023	227900	136000	363900	2024-12-03
697	2022	227900	136100	364000	2024-12-03
698	2025	501500	179200	680700	2024-12-03
698	2023	486500	179200	665700	2024-12-03
698	2022	486500	179200	665700	2024-12-03
700	2025	48900	77600	126500	2024-12-03
700	2023	48900	77600	126500	2024-12-03
700	2022	48900	77600	126500	2024-12-03
701	2025	211800	176600	388400	2024-12-03
701	2023	211800	176600	388400	2024-12-03
701	2022	208100	176600	384700	2024-12-03
702	2025	216000	149500	365500	2024-12-03
702	2023	216000	149500	365500	2024-12-03
702	2022	216000	149500	365500	2024-12-03
703	2025	66400	191800	258200	2024-12-03
703	2023	66400	191800	258200	2024-12-03
703	2022	66400	191800	258200	2024-12-03
704	2025	146600	149000	295600	2024-12-03
704	2023	146600	149000	295600	2024-12-03
704	2022	146600	149000	295600	2024-12-03
705	2025	2000	8800	10800	2024-12-03
705	2023	2000	8800	10800	2024-12-03
705	2022	2000	8800	10800	2024-12-03
706	2025	213600	196500	410100	2024-12-03
706	2023	213600	196500	410100	2024-12-03
706	2022	213600	196500	410100	2024-12-03
707	2025	210800	170800	381600	2024-12-03
707	2023	210800	170800	381600	2024-12-03
707	2022	210800	170800	381600	2024-12-03
708	2025	144900	157600	302500	2024-12-03
708	2023	144900	157600	302500	2024-12-03
708	2022	144900	157600	302500	2024-12-03
711	2025	162700	125900	288600	2024-12-03
711	2023	162700	125900	288600	2024-12-03
711	2022	162700	125900	288600	2024-12-03
717	2025	0	9000	9000	2024-12-03
717	2023	0	9400	9400	2024-12-03
717	2022	0	9600	9600	2024-12-03
719	2025	347200	157200	504400	2024-12-03
719	2023	347200	157300	504500	2024-12-03
719	2022	347200	157400	504600	2024-12-03
720	2025	228000	175200	403200	2024-12-03
720	2023	213000	175200	388200	2024-12-03
720	2022	213000	175200	388200	2024-12-03
723	2025	263100	145600	408700	2024-12-03
723	2023	262400	145600	408000	2024-12-03
723	2022	249500	145600	395100	2024-12-03
724	2025	716900	175900	892800	2024-12-03
724	2023	0	142400	142400	2024-12-03
724	2022	0	21900	21900	2024-12-03
725	2025	446600	217700	664300	2024-12-03
725	2023	446600	217700	664300	2024-12-03
725	2022	446600	217700	664300	2024-12-03
734	2025	559500	267700	827200	2024-12-03
734	2023	559500	267700	827200	2024-12-03
734	2022	559500	267700	827200	2024-12-03
735	2025	0	258100	258100	2024-12-03
735	2023	0	258100	258100	2024-12-03
735	2022	0	258100	258100	2024-12-03
736	2025	1054700	284700	1339400	2024-12-03
736	2023	1054700	284700	1339400	2024-12-03
736	2022	1054700	284700	1339400	2024-12-03
737	2025	854300	274700	1129000	2024-12-03
737	2023	854300	275100	1129400	2024-12-03
737	2022	854300	275100	1129400	2024-12-03
738	2025	375400	271100	646500	2024-12-03
738	2023	375400	271100	646500	2024-12-03
738	2022	375400	271100	646500	2024-12-03
739	2025	420500	329500	750000	2024-12-03
739	2023	420500	329500	750000	2024-12-03
739	2022	471700	329500	801200	2024-12-03
740	2025	668000	334400	1002400	2024-12-03
740	2023	668000	334400	1002400	2024-12-03
740	2022	668000	334400	1002400	2024-12-03
741	2025	136000	199200	335200	2024-12-03
741	2023	136000	199700	335700	2024-12-03
741	2022	136000	199900	335900	2024-12-03
742	2025	602000	273800	875800	2024-12-03
742	2023	602000	274100	876100	2024-12-03
742	2022	602000	274100	876100	2024-12-03
743	2025	254600	268600	523200	2024-12-03
743	2023	254600	268600	523200	2024-12-03
743	2022	258000	268600	526600	2024-12-03
744	2025	428200	222300	650500	2024-12-03
744	2023	330000	222500	552500	2024-12-03
744	2022	525500	222500	748000	2024-12-03
745	2025	0	7000	7000	2024-12-03
745	2023	0	7000	7000	2024-12-03
745	2022	0	7000	7000	2024-12-03
746	2025	657300	297600	954900	2024-12-03
746	2023	657300	297600	954900	2024-12-03
746	2022	657300	297600	954900	2024-12-03
747	2025	456000	330800	786800	2024-12-03
747	2023	456000	330800	786800	2024-12-03
747	2022	454400	330800	785200	2024-12-03
748	2025	424400	311100	735500	2024-12-03
748	2023	424400	311300	735700	2024-12-03
748	2022	424400	311400	735800	2024-12-03
749	2025	1062400	477100	1539500	2024-12-03
749	2023	1062400	477700	1540100	2024-12-03
749	2022	1062400	477700	1540100	2024-12-03
750	2025	1014500	272500	1287000	2024-12-03
750	2023	1008100	272500	1280600	2024-12-03
750	2022	1008100	272500	1280600	2024-12-03
751	2025	311800	169700	481500	2024-12-03
751	2023	311800	169900	481700	2024-12-03
751	2022	311800	169900	481700	2024-12-03
752	2025	335600	184300	519900	2024-12-03
752	2023	335600	184900	520500	2024-12-03
752	2022	335600	185000	520600	2024-12-03
753	2025	475900	352900	828800	2024-12-03
753	2023	475900	353400	829300	2024-12-03
753	2022	475900	353400	829300	2024-12-03
754	2025	506500	177800	684300	2024-12-03
754	2023	506500	179200	685700	2024-12-03
754	2022	506500	179500	686000	2024-12-03
755	2025	173500	173400	346900	2024-12-03
755	2023	173500	173400	346900	2024-12-03
755	2022	173500	173400	346900	2024-12-03
756	2025	363200	293600	656800	2024-12-03
756	2023	363200	293900	657100	2024-12-03
756	2022	363200	293900	657100	2024-12-03
757	2025	0	251800	251800	2024-12-03
757	2023	0	251800	251800	2024-12-03
757	2022	0	251800	251800	2024-12-03
758	2025	122500	165200	287700	2024-12-03
758	2023	122500	165700	288200	2024-12-03
758	2022	122500	165700	288200	2024-12-03
759	2025	103400	177900	281300	2024-12-03
759	2023	103400	177900	281300	2024-12-03
759	2022	103400	177900	281300	2024-12-03
760	2025	0	135800	135800	2024-12-03
760	2023	0	136300	136300	2024-12-03
760	2022	0	136500	136500	2024-12-03
762	2025	0	400	400	2024-12-03
762	2023	0	500	500	2024-12-03
762	2022	0	500	500	2024-12-03
764	2025	53400	141100	194500	2024-12-03
764	2023	53400	141100	194500	2024-12-03
764	2022	53400	141100	194500	2024-12-03
765	2025	313700	148700	462400	2024-12-03
765	2023	313700	148700	462400	2024-12-03
765	2022	313700	150400	464100	2024-12-03
767	2025	73900	27500	101400	2024-12-03
767	2023	8700	29600	38300	2024-12-03
767	2022	8700	29100	37800	2024-12-03
768	2025	639200	215800	855000	2024-12-03
768	2023	639200	215800	855000	2024-12-03
768	2022	639200	215800	855000	2024-12-03
769	2025	195800	149200	345000	2024-12-03
769	2023	195800	149200	345000	2024-12-03
769	2022	195800	149200	345000	2024-12-03
770	2025	0	5700	5700	2024-12-03
770	2023	0	6300	6300	2024-12-03
770	2022	0	6400	6400	2024-12-03
771	2025	283000	205900	488900	2024-12-03
771	2023	283000	205900	488900	2024-12-03
771	2022	283000	205900	488900	2024-12-03
772	2025	256700	176600	433300	2024-12-03
772	2023	256700	176600	433300	2024-12-03
772	2022	256700	176600	433300	2024-12-03
773	2025	0	142900	142900	2024-12-03
773	2023	0	142900	142900	2024-12-03
773	2022	0	142900	142900	2024-12-03
774	2025	161200	147700	308900	2024-12-03
774	2023	161200	147700	308900	2024-12-03
774	2022	161200	147700	308900	2024-12-03
775	2025	127300	164800	292100	2024-12-03
775	2023	127300	164800	292100	2024-12-03
775	2022	127300	164800	292100	2024-12-03
776	2025	404000	206900	610900	2024-12-03
776	2023	404000	206900	610900	2024-12-03
776	2022	404000	206900	610900	2024-12-03
782	2025	831100	284100	1115200	2024-12-03
782	2023	831100	285700	1116800	2024-12-03
782	2022	831100	285700	1116800	2024-12-03
783	2025	94200	152700	246900	2024-12-03
783	2023	94200	152700	246900	2024-12-03
783	2022	94200	152700	246900	2024-12-03
784	2025	11200	149400	160600	2024-12-03
784	2023	11200	149400	160600	2024-12-03
784	2022	11200	149400	160600	2024-12-03
785	2025	857100	313500	1170600	2024-12-03
785	2023	857100	314000	1171100	2024-12-03
785	2022	857100	314100	1171200	2024-12-03
786	2025	484200	239300	723500	2024-12-03
786	2023	484200	240000	724200	2024-12-03
786	2022	484200	240000	724200	2024-12-03
787	2025	238800	166500	405300	2024-12-03
787	2023	238800	166500	405300	2024-12-03
787	2022	238800	166500	405300	2024-12-03
788	2025	146600	156300	302900	2024-12-03
788	2023	136300	156300	292600	2024-12-03
788	2022	136300	156300	292600	2024-12-03
789	2025	308700	130500	439200	2024-12-03
789	2023	288700	130600	419300	2024-12-03
789	2022	288700	130600	419300	2024-12-03
792	2025	413000	181300	594300	2024-12-03
792	2023	413000	181300	594300	2024-12-03
792	2022	413000	181300	594300	2024-12-03
793	2025	0	2300	2300	2024-12-03
793	2023	0	2700	2700	2024-12-03
793	2022	0	2800	2800	2024-12-03
795	2025	236000	161200	397200	2024-12-03
795	2023	236000	161200	397200	2024-12-03
795	2022	236000	161200	397200	2024-12-03
796	2025	55500	94000	149500	2024-12-03
796	2023	55500	94000	149500	2024-12-03
796	2022	55500	94000	149500	2024-12-03
797	2025	535400	214900	750300	2024-12-03
797	2023	535400	214900	750300	2024-12-03
797	2022	535400	214900	750300	2024-12-03
798	2025	5400	142200	147600	2024-12-03
798	2023	5400	147600	153000	2024-12-03
798	2022	5400	148600	154000	2024-12-03
799	2025	375900	182900	558800	2024-12-03
799	2023	375900	182900	558800	2024-12-03
799	2022	375900	182900	558800	2024-12-03
800	2025	1185500	328400	1513900	2024-12-03
800	2023	1185500	328400	1513900	2024-12-03
800	2022	1185500	328400	1513900	2024-12-03
801	2025	395700	214700	610400	2024-12-03
801	2023	395700	215700	611400	2024-12-03
801	2022	395700	216100	611800	2024-12-03
804	2025	453900	234100	688000	2024-12-03
804	2023	453900	235000	688900	2024-12-03
804	2022	453900	235100	689000	2024-12-03
806	2025	715100	206000	921100	2024-12-03
806	2023	715100	206300	921400	2024-12-03
806	2022	715100	206400	921500	2024-12-03
807	2025	0	11800	11800	2024-12-03
807	2023	0	13700	13700	2024-12-03
807	2022	0	14500	14500	2024-12-03
808	2025	268500	184100	452600	2024-12-03
808	2023	268500	184100	452600	2024-12-03
808	2022	268500	184100	452600	2024-12-03
809	2025	194900	182800	377700	2024-12-03
809	2023	194900	182800	377700	2024-12-03
809	2022	194900	182800	377700	2024-12-03
810	2025	747800	259600	1007400	2024-12-03
810	2023	747800	259700	1007500	2024-12-03
810	2022	747800	259700	1007500	2024-12-03
811	2025	17300	214500	231800	2024-12-03
811	2023	17300	214800	232100	2024-12-03
811	2022	17300	214900	232200	2024-12-03
812	2025	225800	136400	362200	2024-12-03
812	2023	225800	136500	362300	2024-12-03
812	2022	261500	139900	401400	2024-12-03
814	2025	494100	176200	670300	2024-12-03
814	2023	494100	176200	670300	2024-12-03
814	2022	494100	176200	670300	2024-12-03
815	2025	378600	252100	630700	2024-12-03
815	2023	378600	252100	630700	2024-12-03
815	2022	378600	252100	630700	2024-12-03
816	2025	654900	222000	876900	2024-12-03
816	2023	641800	222100	863900	2024-12-03
816	2022	611800	222200	834000	2024-12-03
820	2025	954300	195000	1149300	2024-12-03
820	2023	954300	195200	1149500	2024-12-03
820	2022	954300	195200	1149500	2024-12-03
821	2025	0	1000	1000	2024-12-03
821	2023	0	1300	1300	2024-12-03
821	2022	0	1300	1300	2024-12-03
824	2025	38200	190600	228800	2024-12-03
824	2023	38200	190600	228800	2024-12-03
824	2022	38200	190600	228800	2024-12-03
826	2025	301900	206800	508700	2024-12-03
826	2023	301900	207100	509000	2024-12-03
826	2022	301900	207100	509000	2024-12-03
827	2025	749700	565300	1315000	2024-12-03
827	2023	749700	565900	1315600	2024-12-03
827	2022	749700	566000	1315700	2024-12-03
829	2025	393900	294900	688800	2024-12-03
829	2023	393900	294900	688800	2024-12-03
829	2022	393900	294900	688800	2024-12-03
830	2025	159900	138800	298700	2024-12-03
830	2023	159900	138800	298700	2024-12-03
830	2022	159900	138800	298700	2024-12-03
831	2025	1136400	699600	1836000	2024-12-03
831	2023	1136400	699600	1836000	2024-12-03
831	2022	1136400	699600	1836000	2024-12-03
832	2025	0	100800	100800	2024-12-03
832	2023	0	100800	100800	2024-12-03
832	2022	0	100800	100800	2024-12-03
833	2025	342900	180000	522900	2024-12-03
833	2023	342900	180000	522900	2024-12-03
833	2022	342900	180000	522900	2024-12-03
834	2025	156300	120200	276500	2024-12-03
834	2023	156300	120200	276500	2024-12-03
834	2022	156300	120200	276500	2024-12-03
835	2025	342000	236200	578200	2024-12-03
835	2023	342000	236200	578200	2024-12-03
835	2022	342000	236200	578200	2024-12-03
836	2025	0	18800	18800	2024-12-03
836	2023	0	18800	18800	2024-12-03
836	2022	0	18800	18800	2024-12-03
837	2025	499700	244700	744400	2024-12-03
837	2023	499700	244700	744400	2024-12-03
837	2022	498200	244700	742900	2024-12-03
838	2025	258600	142000	400600	2024-12-03
838	2023	258600	142000	400600	2024-12-03
838	2022	258600	142000	400600	2024-12-03
839	2025	534600	179500	714100	2024-12-03
839	2023	534600	179900	714500	2024-12-03
839	2022	534600	180000	714600	2024-12-03
840	2025	202100	137200	339300	2024-12-03
840	2023	127400	137200	264600	2024-12-03
840	2022	107300	130700	238000	2024-12-03
841	2025	543500	205900	749400	2024-12-03
841	2023	543500	205900	749400	2024-12-03
841	2022	543500	205900	749400	2024-12-03
842	2025	127100	93200	220300	2024-12-03
842	2023	127100	93200	220300	2024-12-03
842	2022	127100	93200	220300	2024-12-03
843	2025	83600	152200	235800	2024-12-03
843	2023	83600	152200	235800	2024-12-03
843	2022	83600	152200	235800	2024-12-03
844	2025	4300	87600	91900	2024-12-03
844	2023	4300	88700	93000	2024-12-03
844	2022	4300	88900	93200	2024-12-03
845	2025	211500	141600	353100	2024-12-03
845	2023	211500	141600	353100	2024-12-03
845	2022	211500	141600	353100	2024-12-03
846	2025	0	113800	113800	2024-12-03
846	2023	0	113800	113800	2024-12-03
846	2022	0	113800	113800	2024-12-03
849	2025	0	117700	117700	2024-12-03
849	2023	0	117700	117700	2024-12-03
849	2022	0	117700	117700	2024-12-03
850	2025	33500	152200	185700	2024-12-03
850	2023	33500	152200	185700	2024-12-03
850	2022	33500	152200	185700	2024-12-03
851	2025	1500	46200	47700	2024-12-03
851	2023	1500	46500	48000	2024-12-03
851	2022	1500	46500	48000	2024-12-03
852	2025	35100	139500	174600	2024-12-03
852	2023	35100	139500	174600	2024-12-03
852	2022	35100	139500	174600	2024-12-03
853	2025	79000	125500	204500	2024-12-03
853	2023	79000	125500	204500	2024-12-03
853	2022	79000	125500	204500	2024-12-03
855	2025	42800	128800	171600	2024-12-03
855	2023	42800	128800	171600	2024-12-03
855	2022	42800	128800	171600	2024-12-03
858	2025	0	8000	8000	2024-12-03
858	2023	0	8500	8500	2024-12-03
858	2022	0	8700	8700	2024-12-03
860	2025	0	4700	4700	2024-12-03
860	2023	0	7000	7000	2024-12-03
860	2022	0	7000	7000	2024-12-03
861	2025	203600	139000	342600	2024-12-03
861	2023	203600	139000	342600	2024-12-03
861	2022	203600	139000	342600	2024-12-03
862	2025	714100	334100	1048200	2024-12-03
862	2023	714100	334100	1048200	2024-12-03
862	2022	714100	334100	1048200	2024-12-03
863	2025	0	200	200	2024-12-03
863	2023	0	300	300	2024-12-03
863	2022	0	300	300	2024-12-03
864	2025	0	200	200	2024-12-03
864	2023	0	300	300	2024-12-03
864	2022	0	300	300	2024-12-03
865	2025	913800	227700	1141500	2024-12-03
865	2023	913800	228300	1142100	2024-12-03
865	2022	913800	228200	1142000	2024-12-03
867	2025	1064900	631700	1696600	2024-12-03
867	2023	1064900	632100	1697000	2024-12-03
867	2022	1064900	632100	1697000	2024-12-03
868	2025	314000	177100	491100	2024-12-03
868	2023	314000	177700	491700	2024-12-03
868	2022	314000	177800	491800	2024-12-03
869	2025	209700	155600	365300	2024-12-03
869	2023	209700	155600	365300	2024-12-03
869	2022	209700	155600	365300	2024-12-03
871	2025	367100	181500	548600	2024-12-03
871	2023	367100	181500	548600	2024-12-03
871	2022	367100	181500	548600	2024-12-03
872	2025	397900	202500	600400	2024-12-03
872	2023	397900	202600	600500	2024-12-03
872	2022	397900	202700	600600	2024-12-03
873	2025	522300	315900	838200	2024-12-03
873	2023	522300	318300	840600	2024-12-03
873	2022	522300	318800	841100	2024-12-03
874	2025	146500	300200	446700	2024-12-03
874	2023	146500	300200	446700	2024-12-03
874	2022	146500	300200	446700	2024-12-03
875	2025	434800	228300	663100	2024-12-03
875	2023	434800	228300	663100	2024-12-03
875	2022	434800	228300	663100	2024-12-03
876	2025	187900	263100	451000	2024-12-03
876	2023	187900	263400	451300	2024-12-03
876	2022	187900	263400	451300	2024-12-03
877	2025	468400	315800	784200	2024-12-03
877	2023	468400	315800	784200	2024-12-03
877	2022	468400	315800	784200	2024-12-03
878	2025	336300	335200	671500	2024-12-03
878	2023	326300	335900	662200	2024-12-03
878	2022	325900	336100	662000	2024-12-03
879	2025	183200	163900	347100	2024-12-03
879	2023	183200	164500	347700	2024-12-03
879	2022	183200	164700	347900	2024-12-03
880	2025	384400	181200	565600	2024-12-03
880	2023	384400	181600	566000	2024-12-03
880	2022	384400	181600	566000	2024-12-03
881	2025	1268800	289300	1558100	2024-12-03
881	2023	1268800	289500	1558300	2024-12-03
881	2022	1268800	289500	1558300	2024-12-03
883	2025	21300	51700	73000	2024-12-03
883	2023	21300	51700	73000	2024-12-03
883	2022	21300	51700	73000	2024-12-03
884	2025	191000	161200	352200	2024-12-03
884	2023	191000	161600	352600	2024-12-03
884	2022	191000	161500	352500	2024-12-03
887	2025	998100	361800	1359900	2024-12-03
887	2023	998100	362200	1360300	2024-12-03
887	2022	998100	362200	1360300	2024-12-03
888	2025	0	600	600	2024-12-03
888	2023	0	800	800	2024-12-03
888	2022	0	800	800	2024-12-03
891	2025	405300	113000	518300	2024-12-03
891	2023	405300	113200	518500	2024-12-03
891	2022	403600	113200	516800	2024-12-03
892	2025	0	4200	4200	2024-12-03
892	2023	0	5000	5000	2024-12-03
892	2022	0	155100	155100	2024-12-03
895	2025	786900	198200	985100	2024-12-03
895	2023	786900	198200	985100	2024-12-03
895	2022	786900	198200	985100	2024-12-03
896	2025	1117300	270000	1387300	2024-12-03
896	2023	1117300	270000	1387300	2024-12-03
896	2022	1117300	270000	1387300	2024-12-03
897	2025	0	6100	6100	2024-12-03
897	2023	0	6100	6100	2024-12-03
897	2022	0	6100	6100	2024-12-03
898	2025	0	900	900	2024-12-03
898	2023	0	1200	1200	2024-12-03
898	2022	0	1200	1200	2024-12-03
899	2025	597700	265500	863200	2024-12-03
899	2023	581100	266100	847200	2024-12-03
899	2022	581100	266100	847200	2024-12-03
900	2025	563900	440200	1004100	2024-12-03
900	2023	563900	440300	1004200	2024-12-03
900	2022	563900	440300	1004200	2024-12-03
901	2025	114200	178100	292300	2024-12-03
901	2023	114200	178100	292300	2024-12-03
901	2022	114200	178100	292300	2024-12-03
907	2025	0	400	400	2024-12-03
907	2023	0	700	700	2024-12-03
907	2022	0	700	700	2024-12-03
908	2025	0	3200	3200	2024-12-03
908	2023	0	3300	3300	2024-12-03
908	2022	0	3300	3300	2024-12-03
909	2025	1491200	636000	2127200	2024-12-03
909	2023	1264700	637200	1901900	2024-12-03
909	2022	1264700	637700	1902400	2024-12-03
910	2025	487700	250900	738600	2024-12-03
910	2023	487700	250900	738600	2024-12-03
910	2022	487700	250900	738600	2024-12-03
911	2025	420600	314800	735400	2024-12-03
911	2023	420600	317400	738000	2024-12-03
911	2022	420600	317400	738000	2024-12-03
912	2025	0	3700	3700	2024-12-03
912	2023	0	3700	3700	2024-12-03
912	2022	0	3700	3700	2024-12-03
913	2025	462100	149300	611400	2024-12-03
913	2023	277400	149300	426700	2024-12-03
913	2022	25900	149300	175200	2024-12-03
915	2025	133700	155800	289500	2024-12-03
915	2023	133700	155800	289500	2024-12-03
915	2022	133700	155800	289500	2024-12-03
916	2025	171000	178500	349500	2024-12-03
916	2023	171000	178500	349500	2024-12-03
916	2022	171000	178500	349500	2024-12-03
917	2025	250500	235300	485800	2024-12-03
917	2023	250500	235300	485800	2024-12-03
917	2022	250500	235300	485800	2024-12-03
920	2025	441800	268600	710400	2024-12-03
920	2023	441800	269200	711000	2024-12-03
920	2022	403900	269300	673200	2024-12-03
921	2025	302400	204800	507200	2024-12-03
921	2023	302400	205200	507600	2024-12-03
921	2022	302400	205200	507600	2024-12-03
923	2025	29900	171500	201400	2024-12-03
923	2023	29900	171500	201400	2024-12-03
923	2022	29900	171500	201400	2024-12-03
924	2025	0	3000	3000	2024-12-03
924	2023	0	3700	3700	2024-12-03
924	2022	0	6500	6500	2024-12-03
925	2025	0	400	400	2024-12-03
925	2023	0	400	400	2024-12-03
925	2022	0	400	400	2024-12-03
934	2025	0	1000	1000	2024-12-03
934	2023	0	1200	1200	2024-12-03
934	2022	0	1200	1200	2024-12-03
935	2025	458600	263000	721600	2024-12-03
935	2023	458600	263000	721600	2024-12-03
935	2022	458600	263000	721600	2024-12-03
939	2025	596300	244200	840500	2024-12-03
939	2023	596300	244800	841100	2024-12-03
939	2022	596300	245000	841300	2024-12-03
940	2025	442600	151900	594500	2024-12-03
940	2023	442600	152100	594700	2024-12-03
940	2022	432600	152100	584700	2024-12-03
941	2025	397900	168600	566500	2024-12-03
941	2023	397900	168600	566500	2024-12-03
941	2022	397900	168600	566500	2024-12-03
942	2025	402700	227300	630000	2024-12-03
942	2023	402700	227300	630000	2024-12-03
942	2022	402700	227300	630000	2024-12-03
943	2025	324200	261900	586100	2024-12-03
943	2023	324200	261900	586100	2024-12-03
943	2022	324200	261900	586100	2024-12-03
944	2025	331800	215900	547700	2024-12-03
944	2023	331800	216000	547800	2024-12-03
944	2022	331800	216000	547800	2024-12-03
947	2025	334800	143600	478400	2024-12-03
947	2023	334800	143600	478400	2024-12-03
947	2022	334800	143600	478400	2024-12-03
949	2025	425800	198800	624600	2024-12-03
949	2023	425800	200600	626400	2024-12-03
949	2022	423400	201100	624500	2024-12-03
951	2025	161600	106600	268200	2024-12-03
951	2023	161600	106600	268200	2024-12-03
951	2022	161600	106600	268200	2024-12-03
952	2025	122200	125500	247700	2024-12-03
952	2023	122200	125500	247700	2024-12-03
952	2022	122200	125500	247700	2024-12-03
953	2025	183800	126300	310100	2024-12-03
953	2023	183800	126300	310100	2024-12-03
953	2022	183800	126300	310100	2024-12-03
954	2025	134700	156100	290800	2024-12-03
954	2023	134700	156100	290800	2024-12-03
954	2022	134700	156100	290800	2024-12-03
955	2025	91100	124900	216000	2024-12-03
955	2023	91100	124900	216000	2024-12-03
955	2022	91100	124900	216000	2024-12-03
958	2025	311600	108600	420200	2024-12-03
958	2023	311600	108600	420200	2024-12-03
958	2022	311600	108600	420200	2024-12-03
959	2025	229100	112600	341700	2024-12-03
959	2023	229100	112600	341700	2024-12-03
959	2022	229100	112600	341700	2024-12-03
960	2025	209600	115100	324700	2024-12-03
960	2023	209600	115100	324700	2024-12-03
960	2022	209600	115100	324700	2024-12-03
961	2025	383800	243800	627600	2024-12-03
961	2023	383800	243800	627600	2024-12-03
961	2022	383800	243800	627600	2024-12-03
962	2025	371900	112400	484300	2024-12-03
962	2023	371900	112400	484300	2024-12-03
962	2022	371900	112400	484300	2024-12-03
963	2025	245600	239300	484900	2024-12-03
963	2023	245600	239300	484900	2024-12-03
963	2022	245600	239300	484900	2024-12-03
964	2025	0	211200	211200	2024-12-03
964	2023	0	211200	211200	2024-12-03
964	2022	0	211200	211200	2024-12-03
965	2025	528500	231100	759600	2024-12-03
965	2023	528500	231100	759600	2024-12-03
965	2022	528500	231100	759600	2024-12-03
966	2025	376200	166000	542200	2024-12-03
966	2023	376200	166000	542200	2024-12-03
966	2022	376200	166000	542200	2024-12-03
967	2025	467700	172900	640600	2024-12-03
967	2023	467700	172900	640600	2024-12-03
967	2022	467700	172900	640600	2024-12-03
968	2025	222600	161300	383900	2024-12-03
968	2023	234500	162300	396800	2024-12-03
968	2022	215000	162500	377500	2024-12-03
969	2025	143300	156100	299400	2024-12-03
969	2023	143300	156100	299400	2024-12-03
969	2022	143300	156100	299400	2024-12-03
971	2025	207900	172600	380500	2024-12-03
971	2023	207900	172600	380500	2024-12-03
971	2022	207900	172600	380500	2024-12-03
972	2025	0	1100	1100	2024-12-03
972	2023	0	1500	1500	2024-12-03
972	2022	0	1600	1600	2024-12-03
973	2025	253200	151600	404800	2024-12-03
973	2023	253200	151600	404800	2024-12-03
973	2022	253200	151600	404800	2024-12-03
974	2025	466700	181100	647800	2024-12-03
974	2023	466700	181400	648100	2024-12-03
974	2022	463100	181400	644500	2024-12-03
975	2025	0	600	600	2024-12-03
975	2023	0	800	800	2024-12-03
975	2022	0	900	900	2024-12-03
976	2025	261400	211800	473200	2024-12-03
976	2023	261400	211800	473200	2024-12-03
976	2022	261400	211800	473200	2024-12-03
977	2025	603500	192500	796000	2024-12-03
977	2023	603500	192500	796000	2024-12-03
977	2022	584200	192500	776700	2024-12-03
978	2025	26100	134100	160200	2024-12-03
978	2023	26100	134100	160200	2024-12-03
978	2022	26100	134100	160200	2024-12-03
979	2025	94700	130300	225000	2024-12-03
979	2023	94700	130300	225000	2024-12-03
979	2022	94700	130300	225000	2024-12-03
981	2025	270900	128900	399800	2024-12-03
981	2023	270900	128900	399800	2024-12-03
981	2022	270900	128900	399800	2024-12-03
982	2025	112400	137000	249400	2024-12-03
982	2023	112400	137000	249400	2024-12-03
982	2022	112400	137000	249400	2024-12-03
983	2025	12100	137300	149400	2024-12-03
983	2023	12100	137300	149400	2024-12-03
983	2022	12100	137300	149400	2024-12-03
984	2025	90800	118300	209100	2024-12-03
984	2023	90800	118300	209100	2024-12-03
984	2022	90800	118300	209100	2024-12-03
986	2025	107000	139600	246600	2024-12-03
986	2023	107000	139600	246600	2024-12-03
986	2022	107000	139600	246600	2024-12-03
987	2025	258800	161700	420500	2024-12-03
987	2023	258800	163600	422400	2024-12-03
987	2022	258800	164100	422900	2024-12-03
990	2025	4100	900	5000	2024-12-03
990	2023	4100	1100	5200	2024-12-03
990	2022	4100	1100	5200	2024-12-03
991	2025	77800	131000	208800	2024-12-03
991	2023	77800	131000	208800	2024-12-03
991	2022	77800	131000	208800	2024-12-03
992	2025	0	9200	9200	2024-12-03
992	2023	0	12800	12800	2024-12-03
992	2022	0	13500	13500	2024-12-03
993	2025	226300	135900	362200	2024-12-03
993	2023	226300	135900	362200	2024-12-03
993	2022	226300	135900	362200	2024-12-03
994	2025	145200	171100	316300	2024-12-03
994	2023	145200	171100	316300	2024-12-03
994	2022	145200	171100	316300	2024-12-03
995	2025	165900	84200	250100	2024-12-03
995	2023	165900	84200	250100	2024-12-03
995	2022	165900	84200	250100	2024-12-03
996	2025	336100	186700	522800	2024-12-03
996	2023	336100	186700	522800	2024-12-03
996	2022	336100	186700	522800	2024-12-03
997	2025	212500	160700	373200	2024-12-03
997	2023	212500	160700	373200	2024-12-03
997	2022	212500	160700	373200	2024-12-03
998	2025	442600	211600	654200	2024-12-03
998	2023	442600	212100	654700	2024-12-03
998	2022	442600	212200	654800	2024-12-03
1002	2025	0	3600	3600	2024-12-03
1002	2023	0	4700	4700	2024-12-03
