PID	Building #	Year Built	Living Area	Replacement Cost	Percent Good	Value after Depreciation	Style	Model	Grade	Stories	Total Bedrooms	Total Bthrms	Total Half Baths	Total Rooms	Num Kitchens	Gross Floor Area	Living Area	CollectedOn
512	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
513	1	1976	1,766	342430	67	229400	Modern/Contemp	Residential	Average +10	1	4	3	0	8	01	6,140	1,766	2023-08-17
514	1	1988	2,256	446222	79	352500	Modern/Contemp	Residential	Good	2	3	2	1	6	01	6,440	2,256	2023-08-17
515	1	1976	1,548	239295	72	172300	Raised Ranch	Residential	Average	1	3	1	1	9	01	4,585	1,548	2023-08-17
517	1	1820	3,194	405663	76	308300	Antique	Residential	Average +10	2	5	3	0	12	02	5,032	3,194	2023-08-17
518	1	1975	2,320	285907	85	243000	Cape Cod	Residential	Average +20	1.5	3	2	0	8	01	4,426	2,320	2023-08-17
519	1	1954	1,613	177964	65	115700	Cape Cod	Residential	Below Average	1	4	1	1	9	01	4,308	1,613	2023-08-17
520	1	1980	2,681	536170	90	482600	Modern/Contemp	Residential	Good +10	1	3	2	1	8	01	7,652	2,681	2023-08-17
522	1	1980	1,440	186959	69	129000	Ranch	Residential	Average	1	3	1	0	5	01	2,651	1,440	2023-08-17
526	1	1962	1,080	151325	76	115000	Ranch	Residential	Below Average	1	1	2	0	5	01	2,240	1,080	2023-08-17
527	1	1998	2,940	372289	83	309000	Cape Cod	Residential	Average +20	1.75	3	2	0	8	01	6,568	2,940	2023-08-17
529	1	1979	1,492	214559	67	143800	Modern/Contemp	Residential	Average	1.75	3	2	1	7	01	2,697	1,492	2023-08-17
530	1	1905	3,330	459477	90	413500	Conventional	Residential	Good +20	2	5	3	1	10	01	4,938	3,330	2023-08-17
532	1	1991	800	80496	41	33000	Ranch	Residential	Minimum	1	1	1	0	4	01	1,760	800	2023-08-17
533	1	1968	3,556	635065	85	539800	Modern/Contemp	Residential	Good +10	2	3	3	1	9	01	6,630	3,556	2023-08-17
537	1	1790	3,450	586430	90	527800	Antique	Residential	Good +10	1.5	4	3	1	10	02	5,889	3,450	2023-08-17
538	1	1790	2,416	338217	90	304400	Antique	Residential	Average +10	1.5	3	2	0	8	01	6,436	2,416	2023-08-17
540	1	1988	2,220	398087	73	290600	Colonial	Residential	Average +20	2	3	2	0	8	01	4,672	2,220	2023-08-17
542	1	1976	1,449	225124	67	150800	Raised Ranch	Residential	Average	1	3	2	0	6	01	3,613	1,449	2023-08-17
543	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
544	1	2018	1,566	85299	73	62300	Mobile Home	Mobile Home	Average +20	1	3	2	0	5	01	1,595	1,566	2023-08-17
545	1	1979	1,376	139392	72	100400	Ranch	Residential	Below Average	1	1	1	0	4	01	1,611	1,376	2023-08-17
546	1	1970	1,008	148804	65	96700	Raised Ranch	Residential	Below Average	1	3	2	0	7	01	2,256	1,008	2023-08-17
547	1	1982	1,920	222828	76	169300	Cape Cod	Residential	Average +10	1.75	3	2	0	6	01	2,960	1,920	2023-08-17
552	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
557	1	1974	960	144769	72	104200	Ranch	Residential	Average	1	3	1	0	6	01	1,938	960	2023-08-17
558	1	1993	1,888	100196	45	45100	Mobile Home	Mobile Home	Average +20	1	3	2	0	5	01	2,156	1,888	2023-08-17
559	1	1988	2,220	363035	75	272300	Modern/Contemp	Residential	Good	2	3	2	1	6	01	3,583	2,220	2023-08-17
560	1	1850	1,480	177823	65	115600	Cape Cod	Residential	Average	1	2	1	1	5	01	2,886	1,480	2023-08-17
561	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
563	1	1770	2,604	392401	80	313900	Antique	Residential	Good	1.5	3	3	0	8	01	3,472	2,604	2023-08-17
564	1	1963	2,174	519074	90	467200	Ranch	Residential	Good +20	1	3	2	1	8	01	5,192	2,174	2023-08-17
564	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
565	1	1991	2,392	263217	74	194800	Cape Cod	Residential	Average +10	1.75	3	2	1	6	02	3,496	2,392	2023-08-17
569	1	1996	6,726	845314	64	541000	B&B/Inn	Commercial	Average +20	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	13,756	6,726	2023-08-17
569	2	1996	744	122963	81	99600	Cape Cod	Residential	Average	1.75	2	1	1	3	01	2,154	744	2023-08-17
569	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
570	1	2004	3,756	509477	30	152800	Modern/Contemp	Residential	Average +20	1.75	3	2	1	8	 	9,032	3,756	2023-08-17
570	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
570	3	1990	1,064	56636	50	28300	Mobile Home	Mobile Home	Average +10	1	3	2	0	5	 	1,064	1,064	2023-08-17
571	1	1790	1,580	180058	76	136800	Cape Cod	Residential	Average	1.5	2	1	0	5	01	3,341	1,580	2023-08-17
572	1	1970	1,440	187930	80	150300	Ranch	Residential	Below Average	1	3	2	0	5	01	2,848	1,440	2023-08-17
575	1	1983	3,530	901539	90	811400	Modern/Contemp	Residential	Excellent	1.5	4	4	1	10	01	7,705	3,530	2023-08-17
575	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
575	3	1985	480	57007	67	38200	Studio/Garage	Residential	Average	1.5	00	0	0	2	 	1,920	480	2023-08-17
576	1	1983	3,989	777381	90	699600	LeCamp	Residential	Excellent+10	1.5	1	2	0	5	01	7,446	3,989	2023-08-17
576	2	2004	2,568	794950	89	707500	LeCamp	Residential	Excellent+10	1	2	4	1	6	01	6,402	2,568	2023-08-17
576	3	1996	336	23784	79	18800	Camp	Residential	Average +20	1	00	0	0	1	01	644	336	2023-08-17
576	4		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
576	5	1990	2,293	482809	72	347600	Apt/Garage	Residential	Good +20	1.5	3	2	2	6	00	8,938	2,293	2023-08-17
578	1	2004	4,591	935882	85	795500	Cape Cod	Residential	Excellent	1.75	3	5	1	12	 	10,182	4,591	2023-08-17
578	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
579	1	1811	2,700	386452	85	328500	Antique	Residential	Average +20	2	3	2	0	11	01	5,154	2,700	2023-08-17
580	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
581	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
581	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
582	1	2019	8,670	1693263	99	1676300	Modern/Contemp	Residential	Excellent+10	1.75	4	3	1	10	 	16,286	8,670	2023-08-17
584	1	1978	2,729	509402	72	366800	Colonial	Residential	Average +20	2	4	3	1	10	01	5,580	2,729	2023-08-17
584	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
591	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
591	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
592	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
593	1	1965	1,840	316508	67	212100	Colonial	Residential	Average +10	2	4	1	1	8	01	3,435	1,840	2023-08-17
594	1	1957	3,360	623490	85	530000	Modern/Contemp	Residential	Good	2	3	3	1	7	01	8,131	3,360	2023-08-17
594	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
597	1	2007	3,008	723941	93	673300	Modern/Contemp	Residential	Excellent	1.5	3	3	1	10	01	7,499	3,008	2023-08-17
598	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
600	1	1979	1,404	237890	52	123700	Ranch	Residential	Average	1	3	2	1	7	01	3,266	1,404	2023-08-17
603	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
605	1	1949	2,128	204110	85	173500	Conventional	Residential	Average +10	2	3	2	1	8	01	2,962	2,128	2023-08-17
607	1	1960	1,728	230219	64	147300	Ranch	Residential	Average	1	3	1	0	7	01	3,848	1,728	2023-08-17
607	2	1971	2,880	126274	60	75800	Service-Shops	Industrial	Minimum	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	2,880	2,880	2023-08-17
611	1	2013	2,098	686062	96	658600	Modern/Contemp	Residential	Excellent	1	3	3	1	8	01	6,743	2,098	2023-08-17
611	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
616	1	1968	3,137	412375	76	313400	Family Conver.	Residential	Average +10	1	4	2	1	9	02	8,012	3,137	2023-08-17
617	1	1975	1,344	201066	76	152800	Ranch	Residential	Average	1	3	1	1	5	01	3,330	1,344	2023-08-17
618	1	1900	1,272	115493	50	57700	Conventional	Residential	Below Average	1	2	1	0	6	01	2,704	1,272	2023-08-17
618	2	1985	672	32404	73	23700	Mobile Home	Mobile Home	Average	1	1	1	0	3	01	672	672	2023-08-17
618	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
620	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
621	1	1966	1,233	196192	72	141300	Ranch	Residential	Average	1	3	2	0	7	01	3,126	1,233	2023-08-17
621	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
622	1	1976	988	145770	67	97700	Raised Ranch	Residential	Average	1	3	1	0	5	01	2,176	988	2023-08-17
623	1	1790	1,092	134188	60	80500	Antique	Residential	Below Average	1.5	3	1	0	6	01	2,380	1,092	2023-08-17
623	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
624	1	1988	2,274	292042	79	230700	Raised Ranch	Residential	Average	1	3	2	0	8	01	4,496	2,274	2023-08-17
624	2	1989	3,000	96503	64	61800	Pre-Eng Warhse	Industrial	Minimum	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	3,000	3,000	2023-08-17
625	1	1803	3,315	512027	90	460800	Antique	Residential	Good	1.5	4	4	0	10	01	5,838	3,315	2023-08-17
626	1	1955	2,520	480070	80	384100	Colonial	Residential	Average +20	2	3	3	1	8	01	5,664	2,520	2023-08-17
627	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
633	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
634	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
635	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
636	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
637	1	2006	1,574	245217	91	223100	Cape Cod	Residential	Average +20	1.75	3	3	0	5	 	3,264	1,574	2023-08-17
638	1	1980	1,708	210751	76	160200	Ranch	Residential	Average	1	3	2	0	6	01	2,448	1,708	2023-08-17
638	2	1972	1,300	119289	71	84700	Conventional	Residential	Below Average	1.5	2	1	0	6	01	2,370	1,300	2023-08-17
639	1	2004	5,606	1338567	91	1218100	Modern/Contemp	Residential	Excellent+10	1.75	4	4	1	12	 	11,745	5,606	2023-08-17
639	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
639	3	2013	1,816	320292	96	307500	Studio/Garage	Residential	Excellent+10	1	00	1	0	 	 	3,958	1,816	2023-08-17
643	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
645	1	1790	1,908	294919	80	235900	Antique	Residential	Average +20	1.75	3	2	0	8	01	3,423	1,908	2023-08-17
647	1	1935	860	46146	50	23100	Camp	Residential	Average	1	1	1	0	3	01	1,608	860	2023-08-17
647	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
648	1	1984	3,135	911253	90	820100	Modern/Contemp	Residential	Excellent+10	1	3	3	1	8	01	7,575	3,135	2023-08-17
649	1	1990	1,524	400331	77	308300	Modern/Contemp	Residential	Good +10	1	3	2	1	7	01	3,907	1,524	2023-08-17
650	1	2013	1,648	191155	96	183500	Conventional	Residential	Average +20	2	2	2	0	6	01	2,816	1,648	2023-08-17
651	1	1975	1,629	194972	76	148200	Cape Cod	Residential	Average +10	1.75	2	1	1	5	01	2,178	1,629	2023-08-17
651	2	1975	240	33647	76	25600	Studio/Garage	Residential	Average	1.5	1	0	1	1	01	992	240	2023-08-17
652	1	1965	520	33952	65	22100	Camp	Residential	Average	1	2	1	0	3	01	744	520	2023-08-17
653	1	1940	1,176	80616	85	68500	Camp	Residential	Average +10	2	2	1	0	4	01	1,763	1,176	2023-08-17
654	1	1970	1,860	162432	65	105600	Ranch	Residential	Below Average	1	3	1	1	7	01	2,105	1,860	2023-08-17
654	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
655	1	2001	1,892	512332	87	445700	Modern/Contemp	Residential	Excellent	1.75	3	3	0	7	01	3,699	1,892	2023-08-17
659	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
664	1	1998	669	49833	83	41400	Camp	Residential	Average +10	1	2	0	1	4	01	953	669	2023-08-17
667	1	1920	480	24508	67	16400	Camp	Residential	Average	1	1	0	1	3	01	640	480	2023-08-17
673	1	1945	637	47636	72	34300	Camp	Residential	Average +10	1	2	0	1	5	01	1,100	637	2023-08-17
675	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
686	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
688	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
689	1	1978	2,565	416169	65	270500	Modern/Contemp	Residential	Good	2	3	2	1	9	01	3,866	2,565	2023-08-17
690	1	2003	3,369	787694	91	716800	Colonial	Residential	Good +20	2	4	3	1	9	01	7,634	3,369	2023-08-17
691	1	1824	3,034	425387	85	361600	Antique	Residential	Average +20	1.75	3	3	0	8	01	4,819	3,034	2023-08-17
691	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
692	1	1941	2,629	518914	90	467000	Modern/Contemp	Residential	Good +10	2	4	3	1	10	01	5,453	2,629	2023-08-17
692	2	1992	576	93130	77	71700	Apt/Garage	Residential	Average	1.5	00	1	0	2	01	2,304	576	2023-08-17
694	1	1975	1,512	258455	72	186100	Modern/Contemp	Residential	Average	1	4	2	0	10	01	3,724	1,512	2023-08-17
695	1	1950	1,272	191235	80	153000	Ranch	Residential	Average	1	2	2	0	5	01	2,956	1,272	2023-08-17
696	1	1835	1,970	275779	85	234400	Antique	Residential	Average +10	1.75	2	2	0	5	01	3,084	1,970	2023-08-17
697	1	1785	1,786	269520	78	210200	Antique	Residential	Average +20	1	3	2	0	7	01	2,792	1,786	2023-08-17
698	1	1975	3,677	514333	90	462900	Modern/Contemp	Residential	Average +20	1.5	5	4	0	15	01	6,224	3,677	2023-08-17
700	1	1995	700	36903	79	29200	Mobile Home	Mobile Home	Average	1	2	1	0	4	01	892	700	2023-08-17
701	1	1979	1,488	281912	65	183200	Colonial	Residential	Average +10	1.75	3	1	1	7	01	3,789	1,488	2023-08-17
702	1	1850	1,718	266593	80	213300	Antique	Residential	Average +10	1.75	2	2	0	7	01	3,652	1,718	2023-08-17
703	1	1970	768	120264	50	60100	Ranch	Residential	Minimum	1	5	2	0	7	01	1,826	768	2023-08-17
704	1	1995	1,120	179728	69	124000	Ranch	Residential	Below Average	1	4	2	0	7	01	2,816	1,120	2023-08-17
705	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
706	1	1985	1,764	276075	76	209800	Cape Cod	Residential	Average +20	1.5	3	2	1	8	01	3,934	1,764	2023-08-17
707	1	1985	1,990	286986	73	209500	Cape Cod	Residential	Average +20	1.75	3	2	0	7	02	4,192	1,990	2023-08-17
708	1	1985	1,152	172636	71	122600	Cape Cod	Residential	Average	1.5	3	2	0	6	01	2,834	1,152	2023-08-17
711	1	1993	1,088	158097	76	120200	Cape Cod	Residential	Average +10	1.5	2	1	1	4	01	2,783	1,088	2023-08-17
711	2	2005	390	44845	83	37200	Studio/Garage	Residential	Below Average	1.5	00	0	0	 	 	1,560	390	2023-08-17
717	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
719	1	1830	3,106	374006	80	299200	Antique	Residential	Average +10	1.5	3	3	0	7	01	4,586	3,106	2023-08-17
720	1	1930	1,547	258945	76	196800	Colonial	Residential	Average +10	1.75	4	2	0	7	01	2,506	1,547	2023-08-17
723	1	1958	3,258	315637	72	227300	Ranch	Residential	Below Average	1	5	3	0	9	01	4,596	3,258	2023-08-17
724	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
725	1	1790	3,728	516191	85	438800	Antique	Residential	Average +20	1.5	5	2	2	11	01	7,655	3,728	2023-08-17
725	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
734	1	1999	3,520	665076	83	552000	Cape Cod	Residential	Good +20	1.5	4	4	1	12	01	8,040	3,520	2023-08-17
735	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
736	1	2000	3,878	947828	87	824600	Modern/Contemp	Residential	Excellent	2	4	3	1	12	01	8,516	3,878	2023-08-17
736	2	2011	960	226070	97	219300	Studio/Garage	Residential	Excellent+10	2	00	1	0	 	 	2,304	960	2023-08-17
737	1	1999	3,829	894492	85	760300	Colonial	Residential	Excellent	1.75	3	2	1	9	01	7,682	3,829	2023-08-17
737	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
738	1	1995	2,883	471556	79	372500	Modern/Contemp	Residential	Good +10	1.75	3	2	1	8	01	4,477	2,883	2023-08-17
739	1	1999	2,580	463200	83	384500	Modern/Contemp	Residential	Good +10	2	3	2	2	8	01	5,021	2,580	2023-08-17
739	2	1999	576	99457	83	82500	Apt/Garage	Residential	Average +10	1.75	1	1	0	3	00	1,536	576	2023-08-17
740	1	1996	3,297	612959	81	496500	Modern/Contemp	Residential	Good +20	1.75	3	2	1	7	01	6,640	3,297	2023-08-17
740	2	2000	1,120	186732	82	153100	Studio/Garage	Residential	Good +10	1.5	1	1	0	3	01	3,360	1,120	2023-08-17
741	1	1860	1,554	187425	67	125600	Antique	Residential	Below Average	1.5	3	1	0	7	00	3,311	1,554	2023-08-17
742	1	1997	4,181	736096	81	596200	Modern/Contemp	Residential	Good +20	1.5	4	2	1	9	01	8,928	4,181	2023-08-17
743	1	1992	2,328	321378	74	237800	Cape Cod	Residential	Average +20	1.5	3	2	1	8	01	5,576	2,328	2023-08-17
744	1	1968	3,612	615465	45	277000	Cape Cod	Residential	Good +10	1.75	5	4	1	11	00	7,696	3,612	2023-08-17
744	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
745	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
746	1	1993	3,734	799030	77	615300	Modern/Contemp	Residential	Good +20	2	6	4	0	12	01	9,202	3,734	2023-08-17
747	1	2015	2,416	404007	97	391900	Modern/Contemp	Residential	Good	2	3	3	0	6	 	3,879	2,416	2023-08-17
748	1	1995	2,857	478785	79	378200	Modern/Contemp	Residential	Good	2	3	2	1	9	01	7,285	2,857	2023-08-17
748	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
749	1	1993	6,204	1265203	81	1024800	Modern/Contemp	Residential	Excellent	1.5	4	4	1	13	01	11,784	6,204	2023-08-17
749	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
750	1	1993	6,045	1231379	77	948200	Colonial	Residential	Good +10	2	5	4	1	12	01	10,310	6,045	2023-08-17
751	1	1991	2,248	359202	77	276600	Cape Cod	Residential	Average +20	1.75	3	3	0	7	01	5,664	2,248	2023-08-17
752	1	1860	2,950	380584	85	323500	Antique	Residential	Average +10	1.75	5	2	0	12	00	6,334	2,950	2023-08-17
752	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
753	1	1989	2,627	590254	79	466300	Modern/Contemp	Residential	Good +20	1.5	4	2	1	10	00	7,175	2,627	2023-08-17
753	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
754	1	1825	3,396	538643	84	452500	Antique	Residential	Good	1.5	3	3	0	10	01	7,044	3,396	2023-08-17
754	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
754	3		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
755	1	1979	1,456	226400	76	172100	Ranch	Residential	Average	1	3	2	0	7	01	3,047	1,456	2023-08-17
756	1	1999	2,150	322872	87	280900	Cape Cod	Residential	Good	1.75	2	1	1	6	01	5,088	2,150	2023-08-17
757	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
758	1	1997	864	127887	81	103600	Ranch	Residential	Average	1	2	1	0	4	01	1,764	864	2023-08-17
759	1	1973	906	131396	67	88000	Raised Ranch	Residential	Average	1	2	1	0	4	01	2,159	906	2023-08-17
760	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
762	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
764	1	1920	760	50766	90	45700	Conventional	Residential	Minimum	1	2	1	0	3	01	1,360	760	2023-08-17
765	1	1792	2,546	340995	85	289800	Antique	Residential	Average +10	1.75	3	2	0	7	00	5,332	2,546	2023-08-17
767	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
767	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
768	1	1800	5,850	645218	72	464600	Office Bldg	Commercial	Average +10	2.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	19	MISSING-Num Kitchens:	9,159	5,850	2023-08-17
769	1	1810	1,386	212459	90	191200	Antique	Residential	Average +10	1.5	3	2	0	6	01	2,448	1,386	2023-08-17
770	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
771	1	2018	2,520	296779	88	261200	Colonial	Residential	Average +20	1.5	3	2	2	7	01	2,725	2,520	2023-08-17
771	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
772	1	1788	2,038	292636	80	234100	Antique	Residential	Average +10	1.5	4	2	0	7	01	4,701	2,038	2023-08-17
773	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
774	1	1987	896	180702	75	135500	Ranch	Residential	Average +10	1	3	2	0	5	01	2,048	896	2023-08-17
775	1	1984	896	172621	73	126000	Ranch	Residential	Average +10	1	2	1	1	5	01	2,496	896	2023-08-17
776	1	2006	3,124	392508	89	349300	Cape Cod	Residential	Average +20	1.75	3	2	1	9	01	5,588	3,124	2023-08-17
782	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
782	2	1997	3,931	834684	83	692800	Modern/Contemp	Residential	Excellent	2	3	2	1	10	01	8,351	3,931	2023-08-17
783	1	1985	930	129289	71	91800	Cape Cod	Residential	Average	1	2	1	1	6	01	2,743	930	2023-08-17
784	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
785	1	1976	3,519	819677	80	655700	Modern/Contemp	Residential	Good +20	2	4	5	0	9	01	6,152	3,519	2023-08-17
785	2	2005	1,600	206901	91	188300	Studio/Garage	Residential	Good	1	00	1	0	2	00	3,904	1,600	2023-08-17
786	1	1989	2,024	521392	79	411900	Modern/Contemp	Residential	Good +20	2	3	3	0	8	01	4,651	2,024	2023-08-17
786	2	2000	585	80990	73	59100	Studio/Garage	Residential	Average +20	1.75	00	0	0	2	01	1,560	585	2023-08-17
787	1	1850	1,886	218835	79	172900	Cape Cod	Residential	Average +10	1.75	2	1	1	6	01	3,630	1,886	2023-08-17
787	2	1920	656	70656	85	60100	Ranch	Residential	Below Average	1	1	1	0	2	01	686	656	2023-08-17
788	1	1873	2,002	200244	65	130200	Cape Cod	Residential	Average	1.5	3	1	0	6	01	3,640	2,002	2023-08-17
789	1	1980	1,732	402355	67	269600	Colonial	Residential	Average +20	1.75	2	2	1	9	01	5,630	1,732	2023-08-17
792	1	1790	3,510	475028	85	403800	Antique	Residential	Average +20	1.5	4	3	0	10	01	5,889	3,510	2023-08-17
793	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
795	1	1820	1,930	279141	80	223300	Antique	Residential	Average +10	1.5	3	2	0	6	01	4,588	1,930	2023-08-17
796	1	1880	696	85351	65	55500	Cape Cod	Residential	Minimum	1.5	2	0	1	4	01	2,124	696	2023-08-17
797	1	1792	4,148	582152	89	518100	Antique	Residential	Average +20	1.5	3	4	0	12	01	6,062	4,148	2023-08-17
798	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
798	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
799	1	1890	2,627	382877	90	344600	Cape Cod	Residential	Good	1.75	4	3	1	8	01	4,649	2,627	2023-08-17
800	1	1974	5,291	1281118	90	1153000	Modern/Contemp	Residential	Excellent+10	2	5	4	1	10	01	9,606	5,291	2023-08-17
800	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
801	1	1840	2,774	372726	80	298200	Antique	Residential	Average +10	1.75	4	3	0	9	01	5,343	2,774	2023-08-17
801	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
804	1	1978	2,856	436433	72	314200	Colonial	Residential	Average +20	2	3	2	0	7	01	5,659	2,856	2023-08-17
