Ass. Year,Improvements,Land,Total,PID,CollectedOn
2022,"$242,900 ","$111,700 ","$354,600 ",368,2023-01-25
2021,"$242,900 ","$111,700 ","$354,600 ",368,2023-01-25
2020,"$238,100 ","$102,400 ","$340,500 ",368,2023-01-25
,,,,,
2022,"$477,100 ","$240,900 ","$718,000 ",369,2023-01-25
2021,"$477,100 ","$240,900 ","$718,000 ",369,2023-01-25
2020,"$450,900 ","$244,500 ","$695,400 ",369,2023-01-25
,,,,,
2022,$0 ,"$312,000 ","$312,000 ",370,2023-01-25
2021,$0 ,"$312,000 ","$312,000 ",370,2023-01-25
2020,$0 ,"$255,600 ","$255,600 ",370,2023-01-25
,,,,,
2022,"$342,300 ","$166,800 ","$509,100 ",371,2023-01-25
2021,"$342,300 ","$166,800 ","$509,100 ",371,2023-01-25
2020,"$323,100 ","$154,400 ","$477,500 ",371,2023-01-25
,,,,,
2022,"$219,900 ","$208,700 ","$428,600 ",372,2023-01-25
2021,"$219,900 ","$208,700 ","$428,600 ",372,2023-01-25
2020,"$209,400 ","$199,900 ","$409,300 ",372,2023-01-25
,,,,,
2022,$0 ,"$244,100 ","$244,100 ",375,2023-01-25
2021,$0 ,"$303,100 ","$303,100 ",375,2023-01-25
2020,$0 ,"$156,600 ","$156,600 ",375,2023-01-25
,,,,,
2022,"$387,900 ","$163,300 ","$551,200 ",376,2023-01-25
2021,"$387,900 ","$163,300 ","$551,200 ",376,2023-01-25
2020,"$330,500 ","$144,100 ","$474,600 ",376,2023-01-25
,,,,,
2022,"$34,900 ","$148,800 ","$183,700 ",377,2023-01-25
2021,"$34,900 ","$148,800 ","$183,700 ",377,2023-01-25
2020,"$42,400 ","$102,100 ","$144,500 ",377,2023-01-25
,,,,,
2022,"$345,600 ","$142,700 ","$488,300 ",378,2023-01-25
2021,"$345,600 ","$142,700 ","$488,300 ",378,2023-01-25
2020,"$266,300 ","$122,400 ","$388,700 ",378,2023-01-25
,,,,,
2022,"$65,300 ","$118,000 ","$183,300 ",379,2023-01-25
2021,"$60,600 ","$118,000 ","$178,600 ",379,2023-01-25
2020,"$39,200 ","$104,100 ","$143,300 ",379,2023-01-25
,,,,,
2022,"$184,800 ","$157,400 ","$342,200 ",380,2023-01-25
2021,"$184,800 ","$157,400 ","$342,200 ",380,2023-01-25
2020,"$156,000 ","$125,500 ","$281,500 ",380,2023-01-25
,,,,,
2022,"$73,000 ","$107,800 ","$180,800 ",381,2023-01-25
2021,"$73,000 ","$107,800 ","$180,800 ",381,2023-01-25
2020,"$61,200 ","$86,800 ","$148,000 ",381,2023-01-25
,,,,,
2022,"$150,900 ","$158,900 ","$309,800 ",382,2023-01-25
2021,"$150,900 ","$158,900 ","$309,800 ",382,2023-01-25
2020,"$131,200 ","$139,200 ","$270,400 ",382,2023-01-25
,,,,,
2022,$0 ,"$5,000 ","$5,000 ",383,2023-01-25
2021,$0 ,"$5,000 ","$5,000 ",383,2023-01-25
2020,$0 ,"$5,000 ","$5,000 ",383,2023-01-25
,,,,,
2022,"$115,100 ","$241,800 ","$356,900 ",384,2023-01-25
2021,"$115,100 ","$241,800 ","$356,900 ",384,2023-01-25
2020,"$34,500 ","$226,600 ","$261,100 ",384,2023-01-25
,,,,,
2022,"$285,900 ","$172,600 ","$458,500 ",385,2023-01-25
2021,"$285,900 ","$172,600 ","$458,500 ",385,2023-01-25
2020,"$248,400 ","$188,900 ","$437,300 ",385,2023-01-25
,,,,,
2022,$0 ,"$32,300 ","$32,300 ",387,2023-01-25
2021,$0 ,"$32,300 ","$32,300 ",387,2023-01-25
2020,$0 ,"$23,100 ","$23,100 ",387,2023-01-25
,,,,,
2022,$0 ,"$73,500 ","$73,500 ",388,2023-01-25
2021,$0 ,"$73,500 ","$73,500 ",388,2023-01-25
2020,$0 ,"$60,800 ","$60,800 ",388,2023-01-25
,,,,,
2022,"$267,800 ","$112,600 ","$380,400 ",389,2023-01-25
2021,"$267,800 ","$112,600 ","$380,400 ",389,2023-01-25
2020,"$266,600 ","$100,400 ","$367,000 ",389,2023-01-25
,,,,,
2022,$0 ,"$454,600 ","$454,600 ",390,2023-01-25
2021,$0 ,"$454,600 ","$454,600 ",390,2023-01-25
2020,$0 ,"$397,500 ","$397,500 ",390,2023-01-25
,,,,,
2022,"$147,800 ","$321,300 ","$469,100 ",391,2023-01-25
2021,"$147,800 ","$321,300 ","$469,100 ",391,2023-01-25
2020,"$78,600 ","$252,200 ","$330,800 ",391,2023-01-25
,,,,,
2022,"$490,000 ","$360,400 ","$850,400 ",392,2023-01-25
2021,"$490,100 ","$360,300 ","$850,400 ",392,2023-01-25
2020,"$439,200 ","$285,600 ","$724,800 ",392,2023-01-25
,,,,,
2022,"$371,100 ","$355,400 ","$726,500 ",394,2023-01-25
2021,"$371,100 ","$355,400 ","$726,500 ",394,2023-01-25
2020,"$366,000 ","$281,200 ","$647,200 ",394,2023-01-25
,,,,,
2022,"$332,100 ","$335,700 ","$667,800 ",395,2023-01-25
2021,"$319,100 ","$335,700 ","$654,800 ",395,2023-01-25
2020,"$289,500 ","$314,100 ","$603,600 ",395,2023-01-25
,,,,,
2022,"$777,200 ","$1,621,300 ","$2,398,500 ",398,2023-01-25
2021,"$777,200 ","$1,621,300 ","$2,398,500 ",398,2023-01-25
2020,"$601,100 ","$327,800 ","$928,900 ",398,2023-01-25
,,,,,
2022,"$354,400 ","$297,700 ","$652,100 ",399,2023-01-25
2021,"$352,100 ","$297,700 ","$649,800 ",399,2023-01-25
2020,"$312,000 ","$312,000 ","$624,000 ",399,2023-01-25
,,,,,
2022,"$339,100 ","$163,100 ","$502,200 ",400,2023-01-25
2021,"$339,100 ","$163,100 ","$502,200 ",400,2023-01-25
2020,"$312,500 ","$136,600 ","$449,100 ",400,2023-01-25
,,,,,
2022,$0 ,"$1,188,900 ","$1,188,900 ",401,2023-01-25
2021,$0 ,"$1,188,900 ","$1,188,900 ",401,2023-01-25
2020,$0 ,"$1,058,500 ","$1,058,500 ",401,2023-01-25
,,,,,
2022,"$1,367,100 ","$1,205,000 ","$2,572,100 ",402,2023-01-25
2021,"$1,367,100 ","$1,205,000 ","$2,572,100 ",402,2023-01-25
2020,"$1,353,500 ","$950,900 ","$2,304,400 ",402,2023-01-25
,,,,,
2022,"$146,300 ","$143,300 ","$289,600 ",405,2023-01-25
2021,"$147,800 ","$143,300 ","$291,100 ",405,2023-01-25
2020,"$109,200 ","$109,200 ","$218,400 ",405,2023-01-25
,,,,,
2022,$0 ,"$13,900 ","$13,900 ",407,2023-01-25
2021,$0 ,"$13,900 ","$13,900 ",407,2023-01-25
2020,$0 ,"$13,900 ","$13,900 ",407,2023-01-25
,,,,,
2022,"$171,500 ","$148,500 ","$320,000 ",408,2023-01-25
2021,"$171,500 ","$148,500 ","$320,000 ",408,2023-01-25
2020,"$139,800 ","$163,400 ","$303,200 ",408,2023-01-25
,,,,,
2022,"$242,800 ","$212,800 ","$455,600 ",415,2023-01-25
2021,"$242,800 ","$212,800 ","$455,600 ",415,2023-01-25
2020,"$184,700 ","$163,900 ","$348,600 ",415,2023-01-25
,,,,,
2022,"$34,800 ","$20,900 ","$55,700 ",417,2023-01-25
2021,"$34,800 ","$20,900 ","$55,700 ",417,2023-01-25
2020,"$34,200 ","$17,400 ","$51,600 ",417,2023-01-25
,,,,,
2022,"$432,100 ","$205,700 ","$637,800 ",418,2023-01-25
2021,"$442,900 ","$205,700 ","$648,600 ",418,2023-01-25
2020,"$404,000 ","$207,500 ","$611,500 ",418,2023-01-25
,,,,,
2022,"$317,000 ","$162,800 ","$479,800 ",427,2023-01-25
2021,"$317,000 ","$162,800 ","$479,800 ",427,2023-01-25
2020,"$260,700 ","$131,000 ","$391,700 ",427,2023-01-25
,,,,,
2022,"$553,700 ","$172,400 ","$726,100 ",429,2023-01-25
2021,"$553,700 ","$172,400 ","$726,100 ",429,2023-01-25
2020,"$474,700 ","$240,800 ","$715,500 ",429,2023-01-25
,,,,,
2022,$0 ,"$23,700 ","$23,700 ",432,2023-01-25
2021,$0 ,"$23,700 ","$23,700 ",432,2023-01-25
2020,$0 ,"$19,200 ","$19,200 ",432,2023-01-25
,,,,,
2022,"$37,700 ","$104,500 ","$142,200 ",433,2023-01-25
2021,"$37,700 ","$104,500 ","$142,200 ",433,2023-01-25
2020,"$53,300 ","$76,500 ","$129,800 ",433,2023-01-25
,,,,,
2022,"$58,600 ","$184,300 ","$242,900 ",434,2023-01-25
2021,"$58,600 ","$184,300 ","$242,900 ",434,2023-01-25
2020,"$50,400 ","$122,300 ","$172,700 ",434,2023-01-25
,,,,,
2022,"$104,100 ","$221,200 ","$325,300 ",435,2023-01-25
2021,"$104,100 ","$221,200 ","$325,300 ",435,2023-01-25
2020,"$112,300 ","$164,300 ","$276,600 ",435,2023-01-25
,,,,,
2022,"$57,700 ","$187,000 ","$244,700 ",436,2023-01-25
2021,"$60,300 ","$205,800 ","$266,100 ",436,2023-01-25
2020,"$37,300 ","$165,200 ","$202,500 ",436,2023-01-25
,,,,,
2022,"$682,800 ","$378,100 ","$1,060,900 ",437,2023-01-25
2021,"$674,600 ","$378,100 ","$1,052,700 ",437,2023-01-25
2020,"$475,100 ","$298,400 ","$773,500 ",437,2023-01-25
,,,,,
2022,"$308,800 ","$261,700 ","$570,500 ",438,2023-01-25
2021,"$308,800 ","$261,700 ","$570,500 ",438,2023-01-25
2020,"$254,000 ","$232,800 ","$486,800 ",438,2023-01-25
,,,,,
2022,$0 ,"$6,400 ","$6,400 ",439,2023-01-25
2021,$0 ,"$6,400 ","$6,400 ",439,2023-01-25
2020,$0 ,"$5,000 ","$5,000 ",439,2023-01-25
,,,,,
2022,"$53,000 ","$228,900 ","$281,900 ",440,2023-01-25
2021,"$53,000 ","$228,900 ","$281,900 ",440,2023-01-25
2020,"$43,900 ","$179,000 ","$222,900 ",440,2023-01-25
,,,,,
2022,"$404,100 ","$455,200 ","$859,300 ",441,2023-01-25
2021,"$393,000 ","$455,200 ","$848,200 ",441,2023-01-25
2020,"$382,300 ","$346,700 ","$729,000 ",441,2023-01-25
,,,,,
2022,"$229,500 ","$196,700 ","$426,200 ",442,2023-01-25
2021,"$229,500 ","$196,700 ","$426,200 ",442,2023-01-25
2020,"$240,600 ","$162,200 ","$402,800 ",442,2023-01-25
,,,,,
2022,"$417,800 ","$216,600 ","$634,400 ",446,2023-01-25
2021,"$417,800 ","$216,600 ","$634,400 ",446,2023-01-25
2020,"$433,400 ","$302,800 ","$736,200 ",446,2023-01-25
,,,,,
2022,"$191,200 ","$228,500 ","$419,700 ",447,2023-01-25
2021,"$191,200 ","$228,500 ","$419,700 ",447,2023-01-25
2020,"$151,800 ","$246,200 ","$398,000 ",447,2023-01-25
,,,,,
2022,"$396,900 ","$255,400 ","$652,300 ",448,2023-01-25
2021,"$396,900 ","$255,400 ","$652,300 ",448,2023-01-25
2020,"$379,100 ","$188,000 ","$567,100 ",448,2023-01-25
,,,,,
2022,"$561,400 ","$403,400 ","$964,800 ",450,2023-01-25
2021,"$561,400 ","$397,300 ","$958,700 ",450,2023-01-25
2020,"$483,000 ","$396,900 ","$879,900 ",450,2023-01-25
,,,,,
2022,"$586,600 ","$243,800 ","$830,400 ",454,2023-01-25
2021,"$586,400 ","$243,800 ","$830,200 ",454,2023-01-25
2020,"$471,100 ","$216,400 ","$687,500 ",454,2023-01-25
,,,,,
2022,"$818,800 ","$225,700 ","$1,044,500 ",457,2023-01-25
2021,"$818,800 ","$225,700 ","$1,044,500 ",457,2023-01-25
2020,"$666,000 ","$293,700 ","$959,700 ",457,2023-01-25
,,,,,
2022,"$234,800 ","$272,600 ","$507,400 ",458,2023-01-25
2021,"$234,800 ","$272,600 ","$507,400 ",458,2023-01-25
2020,"$239,700 ","$235,400 ","$475,100 ",458,2023-01-25
,,,,,
2022,"$293,400 ","$192,000 ","$485,400 ",459,2023-01-25
2021,"$293,400 ","$192,000 ","$485,400 ",459,2023-01-25
2020,"$235,200 ","$206,500 ","$441,700 ",459,2023-01-25
,,,,,
2022,"$479,100 ","$201,800 ","$680,900 ",460,2023-01-25
2021,"$479,100 ","$201,800 ","$680,900 ",460,2023-01-25
2020,"$391,500 ","$167,100 ","$558,600 ",460,2023-01-25
,,,,,
2022,"$714,600 ","$233,100 ","$947,700 ",461,2023-01-25
2021,"$673,400 ","$233,000 ","$906,400 ",461,2023-01-25
2020,"$299,300 ","$178,200 ","$477,500 ",461,2023-01-25
,,,,,
2022,"$544,600 ","$192,700 ","$737,300 ",462,2023-01-25
2021,"$544,600 ","$192,700 ","$737,300 ",462,2023-01-25
2020,"$438,100 ","$119,400 ","$557,500 ",462,2023-01-25
,,,,,
2022,$0 ,"$4,200 ","$4,200 ",463,2023-01-25
2021,$0 ,"$4,200 ","$4,200 ",463,2023-01-25
2020,$0 ,"$4,200 ","$4,200 ",463,2023-01-25
,,,,,
2022,$0 ,"$12,300 ","$12,300 ",465,2023-01-25
2021,$0 ,"$12,300 ","$12,300 ",465,2023-01-25
2020,$0 ,"$12,300 ","$12,300 ",465,2023-01-25
,,,,,
2022,"$725,500 ","$271,500 ","$997,000 ",469,2023-01-25
2021,"$725,500 ","$271,500 ","$997,000 ",469,2023-01-25
2020,"$598,800 ","$240,800 ","$839,600 ",469,2023-01-25
,,,,,
2022,"$715,000 ","$175,300 ","$890,300 ",472,2023-01-25
2021,"$715,000 ","$175,300 ","$890,300 ",472,2023-01-25
2020,"$586,900 ","$154,400 ","$741,300 ",472,2023-01-25
,,,,,
2022,"$535,100 ","$210,400 ","$745,500 ",473,2023-01-25
2021,"$535,100 ","$210,400 ","$745,500 ",473,2023-01-25
2020,"$427,400 ","$186,100 ","$613,500 ",473,2023-01-25
,,,,,
2022,"$358,800 ","$200,000 ","$558,800 ",474,2023-01-25
2021,"$358,800 ","$200,000 ","$558,800 ",474,2023-01-25
2020,"$322,500 ","$176,700 ","$499,200 ",474,2023-01-25
,,,,,
2022,"$472,000 ","$214,600 ","$686,600 ",475,2023-01-25
2021,"$472,000 ","$214,600 ","$686,600 ",475,2023-01-25
2020,"$492,300 ","$168,200 ","$660,500 ",475,2023-01-25
,,,,,
2022,"$285,600 ","$192,300 ","$477,900 ",476,2023-01-25
2021,"$285,600 ","$192,300 ","$477,900 ",476,2023-01-25
2020,"$261,600 ","$155,100 ","$416,700 ",476,2023-01-25
,,,,,
2022,"$270,800 ","$190,600 ","$461,400 ",478,2023-01-25
2021,"$270,800 ","$190,500 ","$461,300 ",478,2023-01-25
2020,"$218,200 ","$207,000 ","$425,200 ",478,2023-01-25
,,,,,
2022,"$750,500 ","$307,800 ","$1,058,300 ",479,2023-01-25
2021,"$750,500 ","$307,800 ","$1,058,300 ",479,2023-01-25
2020,"$724,800 ","$309,400 ","$1,034,200 ",479,2023-01-25
,,,,,
2022,"$233,500 ","$162,300 ","$395,800 ",480,2023-01-25
2021,"$247,100 ","$162,300 ","$409,400 ",480,2023-01-25
2020,"$182,700 ","$129,000 ","$311,700 ",480,2023-01-25
,,,,,
2022,"$308,300 ","$154,600 ","$462,900 ",482,2023-01-25
2021,"$308,300 ","$154,600 ","$462,900 ",482,2023-01-25
2020,"$302,700 ","$122,100 ","$424,800 ",482,2023-01-25
,,,,,
2022,$0 ,$700 ,$700 ,483,2023-01-25
2021,$0 ,$700 ,$700 ,483,2023-01-25
2020,$0 ,$600 ,$600 ,483,2023-01-25
,,,,,
2022,"$431,700 ","$182,200 ","$613,900 ",484,2023-01-25
2021,"$431,700 ","$182,200 ","$613,900 ",484,2023-01-25
2020,"$387,300 ","$164,200 ","$551,500 ",484,2023-01-25
,,,,,
2022,"$367,800 ","$218,100 ","$585,900 ",486,2023-01-25
2021,"$367,800 ","$218,100 ","$585,900 ",486,2023-01-25
2020,"$269,200 ","$196,800 ","$466,000 ",486,2023-01-25
,,,,,
2022,"$165,100 ","$180,000 ","$345,100 ",487,2023-01-25
2021,"$165,100 ","$180,000 ","$345,100 ",487,2023-01-25
2020,"$163,300 ","$162,200 ","$325,500 ",487,2023-01-25
,,,,,
2022,"$309,400 ","$248,800 ","$558,200 ",488,2023-01-25
2021,"$309,400 ","$248,800 ","$558,200 ",488,2023-01-25
2020,"$228,000 ","$265,200 ","$493,200 ",488,2023-01-25
,,,,,
2022,"$225,500 ","$253,700 ","$479,200 ",489,2023-01-25
2021,"$225,500 ","$253,700 ","$479,200 ",489,2023-01-25
2020,"$306,000 ","$244,300 ","$550,300 ",489,2023-01-25
,,,,,
2022,"$289,700 ","$211,700 ","$501,400 ",490,2023-01-25
2021,"$289,700 ","$211,700 ","$501,400 ",490,2023-01-25
2020,"$195,900 ","$249,200 ","$445,100 ",490,2023-01-25
,,,,,
2022,"$311,300 ","$222,200 ","$533,500 ",491,2023-01-25
2021,"$311,300 ","$222,100 ","$533,400 ",491,2023-01-25
2020,"$439,800 ","$259,200 ","$699,000 ",491,2023-01-25
,,,,,
2022,"$146,800 ","$198,600 ","$345,400 ",492,2023-01-25
2021,"$124,500 ","$198,600 ","$323,100 ",492,2023-01-25
2020,"$112,200 ","$145,600 ","$257,800 ",492,2023-01-25
,,,,,
2022,"$442,700 ","$257,900 ","$700,600 ",493,2023-01-25
2021,"$442,700 ","$257,900 ","$700,600 ",493,2023-01-25
2020,"$367,000 ","$295,900 ","$662,900 ",493,2023-01-25
,,,,,
2022,"$978,200 ","$289,400 ","$1,267,600 ",494,2023-01-25
2021,"$978,200 ","$289,300 ","$1,267,500 ",494,2023-01-25
2020,"$888,400 ","$273,600 ","$1,162,000 ",494,2023-01-25
,,,,,
2022,"$308,000 ","$333,700 ","$641,700 ",495,2023-01-25
2021,"$308,000 ","$333,700 ","$641,700 ",495,2023-01-25
2020,"$240,400 ","$323,400 ","$563,800 ",495,2023-01-25
,,,,,
2022,"$63,500 ","$199,300 ","$262,800 ",501,2023-01-25
2021,"$63,500 ","$199,300 ","$262,800 ",501,2023-01-25
2020,"$65,000 ","$159,200 ","$224,200 ",501,2023-01-25
,,,,,
2022,"$704,800 ","$441,000 ","$1,145,800 ",505,2023-01-25
2021,"$704,800 ","$441,000 ","$1,145,800 ",505,2023-01-25
2020,"$615,900 ","$361,700 ","$977,600 ",505,2023-01-25
,,,,,
2022,"$580,400 ","$356,800 ","$937,200 ",506,2023-01-25
2021,"$580,400 ","$356,800 ","$937,200 ",506,2023-01-25
2020,"$490,100 ","$315,000 ","$805,100 ",506,2023-01-25
,,,,,
2022,"$321,300 ","$289,200 ","$610,500 ",507,2023-01-25
2021,"$326,000 ","$284,500 ","$610,500 ",507,2023-01-25
2020,"$283,000 ","$230,900 ","$513,900 ",507,2023-01-25
,,,,,
2022,"$339,400 ","$260,800 ","$600,200 ",509,2023-01-25
2021,"$339,400 ","$260,800 ","$600,200 ",509,2023-01-25
2020,"$346,600 ","$229,600 ","$576,200 ",509,2023-01-25
,,,,,
2022,"$406,200 ","$253,700 ","$659,900 ",510,2023-01-25
2021,"$406,200 ","$253,700 ","$659,900 ",510,2023-01-25
2020,"$383,700 ","$267,900 ","$651,600 ",510,2023-01-25
,,,,,
2022,"$196,100 ","$212,500 ","$408,600 ",511,2023-01-25
2021,"$196,100 ","$212,500 ","$408,600 ",511,2023-01-25
2020,"$190,500 ","$202,000 ","$392,500 ",511,2023-01-25
,,,,,
2022,$0 ,"$10,200 ","$10,200 ",512,2023-01-25
2021,$0 ,"$10,200 ","$10,200 ",512,2023-01-25
2020,$0 ,"$10,200 ","$10,200 ",512,2023-01-25
,,,,,
2022,"$275,900 ","$214,600 ","$490,500 ",513,2023-01-25
2021,"$275,900 ","$214,600 ","$490,500 ",513,2023-01-25
2020,"$233,800 ","$249,000 ","$482,800 ",513,2023-01-25
,,,,,
2022,"$365,300 ","$278,300 ","$643,600 ",514,2023-01-25
2021,"$365,300 ","$278,300 ","$643,600 ",514,2023-01-25
2020,"$330,700 ","$302,200 ","$632,900 ",514,2023-01-25
,,,,,
2022,"$173,600 ","$187,700 ","$361,300 ",515,2023-01-25
2021,"$173,600 ","$187,700 ","$361,300 ",515,2023-01-25
2020,"$156,900 ","$180,400 ","$337,300 ",515,2023-01-25
,,,,,
2022,"$331,700 ","$181,300 ","$513,000 ",517,2023-01-25
2021,"$331,700 ","$181,300 ","$513,000 ",517,2023-01-25
2020,"$279,200 ","$171,100 ","$450,300 ",517,2023-01-25
,,,,,
2022,"$290,800 ","$217,800 ","$508,600 ",518,2023-01-25
2021,"$290,800 ","$217,800 ","$508,600 ",518,2023-01-25
2020,"$275,100 ","$177,700 ","$452,800 ",518,2023-01-25
,,,,,
2022,"$142,100 ","$156,900 ","$299,000 ",519,2023-01-25
2021,"$142,100 ","$156,900 ","$299,000 ",519,2023-01-25
2020,"$124,600 ","$125,100 ","$249,700 ",519,2023-01-25
,,,,,
2022,"$482,800 ","$204,900 ","$687,700 ",520,2023-01-25
2021,"$482,800 ","$204,900 ","$687,700 ",520,2023-01-25
2020,"$392,700 ","$164,000 ","$556,700 ",520,2023-01-25
,,,,,
2022,"$133,200 ","$162,100 ","$295,300 ",522,2023-01-25
2021,"$133,200 ","$162,100 ","$295,300 ",522,2023-01-25
2020,"$118,100 ","$116,600 ","$234,700 ",522,2023-01-25
,,,,,
2022,"$133,300 ","$217,300 ","$350,600 ",526,2023-01-25
2021,"$133,300 ","$217,300 ","$350,600 ",526,2023-01-25
2020,"$112,300 ","$155,900 ","$268,200 ",526,2023-01-25
,,,,,
2022,"$312,700 ","$207,400 ","$520,100 ",527,2023-01-25
2021,"$312,700 ","$207,400 ","$520,100 ",527,2023-01-25
2020,"$342,300 ","$166,300 ","$508,600 ",527,2023-01-25
,,,,,
2022,"$159,300 ","$181,700 ","$341,000 ",529,2023-01-25
2021,"$159,300 ","$181,700 ","$341,000 ",529,2023-01-25
2020,"$138,200 ","$145,200 ","$283,400 ",529,2023-01-25
,,,,,
2022,"$458,500 ","$287,600 ","$746,100 ",530,2023-01-25
2021,"$458,500 ","$287,600 ","$746,100 ",530,2023-01-25
2020,"$496,700 ","$247,700 ","$744,400 ",530,2023-01-25
,,,,,
2022,"$58,700 ","$182,400 ","$241,100 ",532,2023-01-25
2021,"$58,700 ","$182,400 ","$241,100 ",532,2023-01-25
2020,"$54,400 ","$160,700 ","$215,100 ",532,2023-01-25
,,,,,
2022,"$561,200 ","$195,900 ","$757,100 ",533,2023-01-25
2021,"$561,200 ","$195,900 ","$757,100 ",533,2023-01-25
2020,"$497,900 ","$258,900 ","$756,800 ",533,2023-01-25
,,,,,
2022,"$544,100 ","$312,100 ","$856,200 ",537,2023-01-25
2021,"$544,100 ","$312,100 ","$856,200 ",537,2023-01-25
2020,"$601,700 ","$274,900 ","$876,600 ",537,2023-01-25
,,,,,
2022,"$379,300 ","$175,600 ","$554,900 ",538,2023-01-25
2021,"$377,000 ","$175,600 ","$552,600 ",538,2023-01-25
2020,"$336,800 ","$176,900 ","$513,700 ",538,2023-01-25
,,,,,
2022,"$296,800 ","$184,500 ","$481,300 ",540,2023-01-25
2021,"$296,800 ","$184,500 ","$481,300 ",540,2023-01-25
2020,"$244,500 ","$199,900 ","$444,400 ",540,2023-01-25
,,,,,
2022,"$184,300 ","$147,700 ","$332,000 ",542,2023-01-25
2021,"$177,800 ","$147,700 ","$325,500 ",542,2023-01-25
2020,"$164,900 ","$130,300 ","$295,200 ",542,2023-01-25
,,,,,
2022,$0 ,"$1,500 ","$1,500 ",543,2023-01-25
2021,$0 ,"$1,500 ","$1,500 ",543,2023-01-25
2020,$0 ,"$1,400 ","$1,400 ",543,2023-01-25
,,,,,
2022,"$62,700 ","$171,200 ","$233,900 ",544,2023-01-25
2021,"$62,700 ","$171,200 ","$233,900 ",544,2023-01-25
2020,"$47,900 ","$113,500 ","$161,400 ",544,2023-01-25
,,,,,
2022,"$109,800 ","$168,200 ","$278,000 ",545,2023-01-25
2021,"$102,700 ","$168,200 ","$270,900 ",545,2023-01-25
2020,"$86,300 ","$111,000 ","$197,300 ",545,2023-01-25
,,,,,
2022,"$115,400 ","$167,300 ","$282,700 ",546,2023-01-25
2021,"$115,400 ","$167,300 ","$282,700 ",546,2023-01-25
2020,"$107,900 ","$132,900 ","$240,800 ",546,2023-01-25
,,,,,
2022,"$175,800 ","$185,500 ","$361,300 ",547,2023-01-25
2021,"$175,800 ","$185,500 ","$361,300 ",547,2023-01-25
2020,"$168,900 ","$156,700 ","$325,600 ",547,2023-01-25
,,,,,
2022,"$3,600 ","$133,400 ","$137,000 ",552,2023-01-25
2021,"$3,600 ","$133,500 ","$137,100 ",552,2023-01-25
2020,"$3,500 ","$118,200 ","$121,700 ",552,2023-01-25
,,,,,
2022,"$114,900 ","$203,800 ","$318,700 ",557,2023-01-25
2021,"$114,900 ","$203,800 ","$318,700 ",557,2023-01-25
2020,"$91,600 ","$151,000 ","$242,600 ",557,2023-01-25
,,,,,
2022,"$45,800 ","$161,200 ","$207,000 ",558,2023-01-25
2021,"$45,800 ","$161,200 ","$207,000 ",558,2023-01-25
2020,"$50,400 ","$127,300 ","$177,700 ",558,2023-01-25
,,,,,
2022,"$300,300 ","$147,500 ","$447,800 ",559,2023-01-25
2021,"$300,300 ","$147,500 ","$447,800 ",559,2023-01-25
2020,"$257,700 ","$179,400 ","$437,100 ",559,2023-01-25
,,,,,
2022,"$123,400 ","$162,900 ","$286,300 ",560,2023-01-25
2021,"$123,400 ","$162,900 ","$286,300 ",560,2023-01-25
2020,"$123,500 ","$128,700 ","$252,200 ",560,2023-01-25
,,,,,
2022,$0 ,"$12,200 ","$12,200 ",561,2023-01-25
2021,$0 ,"$12,200 ","$12,200 ",561,2023-01-25
2020,$0 ,"$11,900 ","$11,900 ",561,2023-01-25
,,,,,
2022,"$344,200 ","$236,700 ","$580,900 ",563,2023-01-25
2021,"$344,200 ","$236,700 ","$580,900 ",563,2023-01-25
2020,"$299,500 ","$204,300 ","$503,800 ",563,2023-01-25
,,,,,
2022,"$497,800 ","$361,900 ","$859,700 ",564,2023-01-25
2021,"$497,800 ","$362,000 ","$859,800 ",564,2023-01-25
2020,"$421,500 ","$290,600 ","$712,100 ",564,2023-01-25
,,,,,
2022,"$247,800 ","$263,700 ","$511,500 ",565,2023-01-25
2021,"$247,800 ","$263,700 ","$511,500 ",565,2023-01-25
2020,"$256,000 ","$188,100 ","$444,100 ",565,2023-01-25
,,,,,
2022,"$730,600 ","$396,100 ","$1,126,700 ",569,2023-01-25
2021,"$732,700 ","$396,100 ","$1,128,800 ",569,2023-01-25
2020,"$802,700 ","$321,300 ","$1,124,000 ",569,2023-01-25
,,,,,
2022,"$184,400 ","$343,600 ","$528,000 ",570,2023-01-25
2021,"$184,400 ","$343,600 ","$528,000 ",570,2023-01-25
2020,"$138,500 ","$281,900 ","$420,400 ",570,2023-01-25
,,,,,
2022,"$169,100 ","$180,000 ","$349,100 ",571,2023-01-25
2021,"$169,100 ","$180,000 ","$349,100 ",571,2023-01-25
2020,"$120,400 ","$158,500 ","$278,900 ",571,2023-01-25
,,,,,
2022,"$155,200 ","$183,900 ","$339,100 ",572,2023-01-25
2021,"$181,000 ","$183,900 ","$364,900 ",572,2023-01-25
2020,"$31,500 ","$117,100 ","$148,600 ",572,2023-01-25
,,,,,
2022,"$862,000 ","$884,300 ","$1,746,300 ",575,2023-01-25
2021,"$862,000 ","$884,300 ","$1,746,300 ",575,2023-01-25
2020,"$731,800 ","$537,400 ","$1,269,200 ",575,2023-01-25
,,,,,
2022,"$2,084,100 ","$1,274,800 ","$3,358,900 ",576,2023-01-25
2021,"$2,084,100 ","$1,349,300 ","$3,433,400 ",576,2023-01-25
2020,"$1,802,900 ","$943,100 ","$2,746,000 ",576,2023-01-25
,,,,,
2022,"$881,300 ","$673,600 ","$1,554,900 ",578,2023-01-25
