EF_PID,EF_Map,EF_Lot,EF_Unt,EF_NoParcel,EF_LotSize,EF_MapAcres,EF_Exemp,EF_MuniEasement,EF_ConsEasement,EF_PartofMap,EF_PartofLot,EF_PartofUnit,EF_Street_Address,EF_Frontage,EF_FrontSuffix,EF_Notes,EF_CollectedOn
746,407,66,,,7.74,7.74,,,CE,,,,63 WHIPPLE HILL RD,1210,,,6/2/24
747,407,67,,,5.31,5.31,,,CE,,,,19 CLOVER MILL LN,571.36,,,6/2/24
748,407,68,,,28.92,28.92,,,CE,,,,27 CLOVER MILL LN,62.2,,,6/2/24
749,407,69,,,36.97,36.97,,,CE,,,,28 CLOVER MILL LN,328.88,,,6/2/24
750,407,70,,,5.06,5.06,,,CE,,,,16 CLOVER MILL LN,1141.25,,,6/2/24
751,407,71,,,11.74,11.74,,,CE,,,,79 WHIPPLE HILL RD,660,,,6/2/24
752,407,72,,,19.33,,,,,,,,89 WHIPPLE HILL RD,476,,,6/2/24
753,407,73,,,24.4,,,,,,,,95 WHIPPLE HILL RD,245,,,6/2/24
754,407,74,,,79.9,78.9,,ME,CE,,,,101 WHIPPLE HILL RD,605,,,6/2/24
755,407,75,,,2,,,,,,,,111 WHIPPLE HILL RD,180,,,6/2/24
101362,407,76,1000,,15.03,,,,,,,,119 WHIPPLE HILL RD,324,,,6/2/24
101382,407,76,2000,,13.31,,,,,,,,117 WHIPPLE HILL RD,300,,,6/2/24
756,407,76,3000,,80.13,,,ME,,,,,115 WHIPPLE HILL RD,367,,,6/2/24
757,407,77,,,70,70,E,,,,,,36 MUD TURTLE POND RD,2500,,Town Forest,6/2/24
758,407,78,,,20,,,,,,,,135 WHIPPLE HILL RD,720,S,,6/2/24
759,407,79,,,5.45,,,,,,,,149 WHIPPLE HILL RD,720,S,,6/2/24
760,407,80,,,51.6,,,,,,,,165 WHIPPLE HILL RD,645,,,6/2/24
762,407,81,,,21.2,21.2,,,CE,,,,160 WHIPPLE HILL RD,0,,No Frontage? Partial easement?,6/2/24
,407,82,,,,,,,,407,80,,,870,S,,6/2/24
764,407,83,,,1,,,,,,,,150 WHIPPLE HILL RD,735,S,,6/2/24
765,407,84,,,6.13,,,,,,,,132 WHIPPLE HILL RD,1235.17,,40784/1?,6/2/24
103255,407,84,1000,,5.34,,,,,,,,118 WHIPPLE HILL RD,630.41,,407/84/2?,6/2/24
,407,85,,,,,,,CE,407,74,,,615,,,6/2/24
767,407,86,1000,,134.7,,,,,,,,WHIPPLE HILL RD,1075,,,6/2/24
101082,407,86,1100,,4.27,,,,,,,,10 WHIPPLE HILL RD-GRAVELPIT,,,Not shown????,6/2/24
,407,86,2000,,,,,,,407,72,,,948,,,6/2/24
101183,407,86,3000,,8.34,,,,,,,,WHIPPLE HILL RD,580,,,6/2/24
101202,407,86,4000,,9.56,,,,,,,,WHIPPLE HILL RD,570,,,6/2/24
101203,407,86,5000,,15.1,,,,,,,,WHIPPLE HILL RD,1200,,,6/2/24
101204,407,86,6000,,7.61,,,,,,,,WHIPPLE HILL RD,835,,,6/2/24
101205,407,86,7000,,7.5,,,,,,,,WHIPPLE HILL RD,1070,,Not really on Whipple Hill,6/2/24
768,407,87,,,2.2,,,,,,,,150 ORFORD RD,366,,,6/2/24
769,407,88,,,3.15,,,,,,,,144 ORFORD RD,437.33,,,6/2/24
770,407,89,,,25.52,,,,,,,,124 ORFORD RD,744.9,,,6/2/24
771,407,90,,,5.4,5.4,,,CE,,,,1 PINNACLE RD,421.6,,,6/2/24
772,407,91,,,3,,,,,,,,11 PINNACLE RD,269,,,6/2/24
773,407,92,,,6.7,,,,,,,,21 PINNACLE RD,671,,,6/2/24
774,407,93,,,2,,,,,,,,31 PINNACLE RD,0,,No Frontage?,6/2/24
775,407,94,,,5.3,,,,,,,,33 PINNACLE RD,370,,,6/2/24
776,407,95,,,4.1,,,,,,,,35 PINNACLE RD,0,,ROW from 407/96.2,6/2/24
782,407,96,1100,,43.1,43.1,,,CE,,,,37+51 PINNACLE RD,302.25,,,6/2/24
783,407,96,1200,,3.1,3.1,,,CE,,,,45 PINNACLE RD,238.23,,,6/2/24
784,407,96,2000,,5.59,5.59,,,CE,,,,39 PINNACLE RD,552.55,,,6/2/24
785,407,97,,,69,,,,,,,,65 PINNACLE RD,0,,ROW from 407/98,6/2/24
786,407,98,,,22,,,,,,,,63 PINNACLE RD,615,,,6/2/24
787,407,99,,,0.7,,,,,,,,67+69 PINNACLE RD,338,,,6/2/24
788,407,100,,,5.1,,,,,,,,75 PINNACLE RD,346.55,,,6/2/24
789,407,101,,,10.73,,,,,,,,83 PINNACLE RD,493.93,,,6/2/24
792,407,102,1000,,6.97,,,,,,,,91 PINNACLE RD,496.96,,,6/2/24
793,407,102,2000,,37.78,,,,,,,,109 PINNACLE RD,925,,,6/2/24
,407,103,,,,,,,,407,104,,,617,,,6/2/24
795,407,104,,,3.3,,,,,,,,121 PINNACLE RD,292,,,6/2/24
,407,105,,NoParcel,,,,,,,,,,,,Not shown????,6/2/24
796,407,106,,,0.32,,,,,,,,153 PINNACLE RD,106,,,6/2/24
797,407,107,,,5.1,,,,,,,,1 ORFORDVILLE RD,400,,,6/2/24
798,407,108,,,183,,,,,,,,11 ORFORDVILLE RD,2760,,,6/2/24
799,407,109,,,5.1,,,,,,,,112 HIGHBRIDGE RD,200,,,6/2/24
800,407,110,,,13.49,,,,,,,,100 HIGHBRIDGE RD,685.8,,,6/2/24
801,407,111,,,107.82,107.82,,,CE,,,,92 HIGHBRIDGE RD,900,,,6/2/24
,407,112,,NoParcel,,,,,,,,,,,,Not shown????,6/2/24
804,407,113,,,47.7,,,,CE,,,,66 HIGHBRIDGE RD,974.9,S,Partial?,6/2/24
806,407,114,,,21.3,,,,CE,,,,42 HIGHBRIDGE RD,1587.5,,,6/2/24
807,407,115,,,205,,,,CE,,,,41 HIGHBRIDGE RD,806.1,,,6/2/24
808,407,116,,,6.4,,,,,,,,53 HIGHBRIDGE RD,785.2,,,6/2/24
809,407,117,,,5.09,,,,,,,,65 HIGHBRIDGE RD,508,,,6/2/24
810,407,118,,,16.45,,,,,,,,85 HIGHBRIDGE RD,892.8,,,6/2/24
811,407,119,,,29.92,,,,,,,,95 HIGHBRIDGE RD,1338.48,,,6/2/24
812,407,120,1000,,8.8,,,,,,,,124 PINNACLE RD,402,,,6/2/24
103254,407,120,2000,,5.01,,,,,,,,122 PINNACLE RD,528.27,,,6/2/24
,407,121,,NoParcel,,,,,,,,,,,,,6/18/24
814,407,122,,,2.3,,,,,,,,1 CUTTING HILL LN,350,S,,6/2/24
815,407,123,,,10,,,ME,,,,,11 CUTTING HILL LN,,,ROW from 407/124,6/2/24
816,407,124,,,21.36,,,ME,,,,,15 CUTTING HILL LN,145.3,,,6/2/24
820,407,125,1000,,12.5,,,ME,,,,,19 CUTTING HILL LN,1445,,,6/2/24
821,407,125,2000,,21.6,,,ME,,,,,47 HIGHBRIDGE RD,475.2,,,6/2/24
,407,126,,NoParcel,,,,,,,,,,,,Not shown????,6/2/24
,407,127,,NoParcel,,,,,,,,,,,,Not shown????,6/2/24
824,407,128,,,10,,,,,,,,98 PINNACLE RD,280,S,,6/2/24
,407,129,,,,,,,,407,102,1000,,66,,,6/2/24
826,407,130,,,29.8,,,,,,,,7 MASA MOREY LN,608.23,,,6/2/24
827,407,131,,,85.15,,,,,,,,43 MASA MOREY LN,2585,S,,6/2/24
,407,132,,,,,,,,407,130,,,744.03,,,6/2/24
829,407,133,,,19,,,,,,,,64 PINNACLE RD,1665,S,Not shown????,6/2/24
830,407,134,,,0.89,,,,,,,,50 PINNACLE RD,300,,,6/2/24
831,407,135,,,38.1,,,,,,,,24 PINNACLE RD,365,,,6/2/24
832,407,136,,,0.71,,,,,,,,10 PINNACLE RD,113.36,,,6/2/24
833,407,137,,,2.67,,,,,,,,100 ORFORD RD,94.98,,,6/2/24
834,407,138,,,0.69,,,,,,,,4 PINNACLE RD,179,,,6/2/24
835,407,139,,,7.39,,,,,,,,96 ORFORD RD,208.49,,,6/2/24
836,407,140,,,14.84,,,,,,,,92 ORFORD RD,465,,,6/2/24
837,407,141,,,1.59,,,,,,,,84 ORFORD RD,190,,,6/2/24
838,408,1,,,4.1,4.1,,ME,,,,,16 BRITTON LN,444.7,,,6/2/24
101523,408,1,100,,30.08,30.08,,,CE,,,,44 BRITTON LN,293.48,,,6/2/24
,408,1,2,,,,,,CE,403,33,,,0,,No Frontage?,6/2/24
839,408,2,,,41.97,,,,,,,,39 PLEASANT ST,690,,,6/2/24
840,408,3,,,1.4,,,,,,,,11 ORFORD RD,263,,,6/2/24
841,408,4,,,1.3,,,,,,,,13 ORFORD RD,120,,,6/2/24
842,408,5,,,0.47,,,,,,,,15 ORFORD RD,125.7,,,6/2/24
843,408,6,,,3.6,,,,,,,,23 ORFORD RD,465,S,,6/2/24
844,408,7,,,45.8,,,,,,,,27 ORFORD RD,247.08,,,6/2/24
845,408,8,,,2,,,,,,,,35 ORFORD RD,340,,,6/2/24
846,408,9,,,3.8,3.8,E,,,,,,41 ORFORD RD,505,S,State,6/2/24
,408,10,,,,,,,,407,23,,,240,,,6/2/24
,408,11,,NoParcel,,,,,,,,,,,,,6/2/24
849,408,12,,,19.6,,E,,,,,,92 POST POND LN (LAND ONLY),400,S,Post Pond frontage,6/2/24
850,408,13,,,0.31,,,,,,,,88 POST POND LN,135,,Post Pond frontage,6/2/24
851,408,14,,,36,,,,,,,,86 POST POND LN,590,S,Post Pond frontage,6/2/24
852,408,15,,,0.2,,,,,,,,108 POST POND LN,183.83,,Post Pond frontage,6/2/24
853,408,16,,,0.15,,,,,,,,110 POST POND LN,120.62,,Post Pond frontage,6/2/24
,408,17,,NoParcel,,,,,,,,,,,,,6/2/24
855,408,18,,,0.25,,,,,,,,114 POST POND LN,141.62,,Post Pond frontage,6/2/24
102896,408,19,,,6.2,,,,,,,,67 ORFORD RD,352.71,,,6/2/24
102897,408,20,,,4.95,,,,,,,,60 ORFORD RD,1017.47,,,6/2/24
858,408,21,,,38.5,,,,CE,,,,60 MASA MOREY LN,0,,No Frontage?,6/2/24
103224,408,22,1,,0,,,,,,,,70 ORFORD RD #1,635.22,,LLL Lot,6/2/24
103238,408,22,10,,0,,,,,,,,70 ORFORD RD #10,0,,,6/2/24
103230,408,22,11,,0,,,,,,,,70 ORFORD RD #11,0,,,6/2/24
103242,408,22,12,,0,,,,,,,,70 ORFORD RD #12,0,,,6/2/24
103243,408,22,13,,0,,,,,,,,70 ORFORD RD #13,0,,,6/2/24
103245,408,22,14,,0,,,,,,,,70 ORFORD RD #14,0,,,6/2/24
103246,408,22,15,,0,,,,,,,,70 ORFORD RD #15,0,,,6/2/24
103247,408,22,16,,0,,,,,,,,70 ORFORD RD #16,0,,,6/2/24
103244,408,22,17,,0,,,,,,,,70 ORFORD RD #17,0,,,6/2/24
103248,408,22,18,,0,,,,,,,,70 ORFORD RD #18,0,,,6/2/24
103233,408,22,19,,0,,,,,,,,70 ORFORD RD #19,0,,,6/2/24
103225,408,22,2,,0,,,,,,,,70 ORFORD RD #2,0,,,6/2/24
103249,408,22,20,,0,,,,,,,,70 ORFORD RD #20,0,,,6/2/24
102976,408,22,2000,,96.55,97,,,,,,,ORFORD RD,435,S,,6/2/24
103240,408,22,21,,0,,,,,,,,70 ORFORD RD #21,0,,,6/2/24
103251,408,22,22,,0,,,,,,,,70 ORFORD RD #22,0,,,6/2/24
103226,408,22,3,,0,,,,,,,,70 ORFORD RD #3,0,,,6/2/24
103227,408,22,4,,0,,,,,,,,70 ORFORD RD #4,0,,,6/2/24
103228,408,22,5,,0,,,,,,,,70 ORFORD RD #5,0,,,6/2/24
103250,408,22,6,,0,,,,,,,,70 ORFORD RD #6,0,,,6/2/24
103229,408,22,7,,0,,,,,,,,70 ORFORD RD #7,0,,,6/2/24
103237,408,22,8,,0,,,,,,,,70 ORFORD RD #8,0,,,6/2/24
103239,408,22,9,,0,,,,,,,,70 ORFORD RD #9,0,,,6/2/24
860,408,23,,,76.4,,,,,,,,42 ORFORD RD,1865,S,,6/2/24
861,408,24,,,1.6,,,,,,,,24 ORFORD RD,115.1,,,6/2/24
862,408,25,,,8.97,,,,,,,,16 ORFORD RD,1003,,,6/2/24
863,408,26,,,8.84,,,,,,,,21 SPRING HILL LN,102.25,,,6/2/24
864,408,27,,,8.74,,,,,,,,24 SPRING HILL LN,514.42,,,6/2/24
865,408,28,,,43.79,,,,,,,,60 SPRING HILL LN,0,,ROW from Spring Hill Ln,6/2/24
867,408,29,,,42.5,,,,,,,,60 ROCKY HILL LN,,,No Frontage?,6/2/24
868,408,30,,,25.95,,,,,,,,45 DORCHESTER RD,668.4,,,6/2/24
869,408,31,,,4.29,,,ME,,,,,53 DORCHESTER RD,516.4,,,6/2/24
,408,32,,NoParcel,,,,,,,,,,,,,6/2/24
871,408,33,,,7.7,,,,,,,,61 DORCHESTER RD,98.7,,,6/2/24
872,408,34,,,20.2,,,,,,,,63 DORCHESTER RD,0,,ROW from 408/33,6/2/24
873,408,35,,,141,,,ME,CE,,,,30 CITADEL LN,0,,ROW from 409/?,6/2/24
874,408,36,,,9.4,,,,,,,,18 CITADEL LN,0,,ROW from 409/?,6/2/24
875,408,37,,,3.65,,,,,,,,43 FRANKLIN HILL RD,348.8,,,6/2/24
876,408,38,,,16.85,,,ME,,,,,57 FRANKLIN HILL RD,850.5,,,6/2/24
877,408,39,,,11.34,,,,,,,,73 FRANKLIN HILL RD,840.6,,,6/2/24
878,408,40,,,16,,,,,,,,83 FRANKLIN HILL RD,550,,,6/2/24
879,408,41,,,14.9,,,,,,,,7 HORTON LN,385.7,,,6/2/24
880,408,42,,,11.69,,,,,,,,11 HORTON LN,1370,,,6/2/24
881,408,43,,,20,,,,,,,,56 HORTON LN,0,,ROW on Horton Lane,6/2/24
102644,408,44,,,25,,,,CE,,,,HORTON LN,0,,ROW on Horton Lane,6/2/24
883,408,45,,,50.1,,,,,,,,108 HORTON LN,0,,ROW on Horton Lane,6/2/24
884,408,46,,,20,,,,CE,,,,44 HORTON LN,0,,ROW on Horton Lane,6/2/24
887,408,47,1000,,30.1,,,,,,,,36 HORTON LN,640.9,,Frontage on Franklin Hill,6/2/24
888,408,47,2000,,12.7,,,,,,,,18 HORTON LN,839.71,,Frontage on Franklin Hill,6/2/24
,408,???,,,,,,,CE,,,,,,,Between 47.1 & 21 & 22.2????,6/2/24
892,408,48,1000,,44.4,,,,,,,,145 FRANKLIN HILL RD,1920,S,,6/2/24
891,408,48,2000,,12.75,12.7,,,,,,,129 FRANKLIN HILL RD,543.63,,,6/2/24
,408,49,,NoParcel,,,,,,,,,,,,,6/2/24
895,408,50,,,11.65,11.6,,,CE,,,,181 ACORN HILL RD,875,,,6/2/24
896,408,51,,,14.9,,,,CE,,,,11 HIGHBRIDGE RD,1236.9,,,6/2/24
897,408,52,,,14.4,,,,CE,,,,3 HARDSCRABBLE LN,305,,,6/2/24
898,408,53,,,13.5,,,,CE,,,,11 HARDSCRABBLE LN,625.9,,,6/2/24
899,408,54,,,30.3,,,,CE,,,,21 HARDSCRABBLE LN,1274,,,6/2/24
900,408,55,,,32.5,,,ME,CE,,,,18 + 20 HARDSCRABBLE LN,1512,,,6/2/24
901,408,56,,,0.94,,,,,,,,172 ACORN HILL RD,250,,,6/2/24
907,408,57,1000,,10.51,,,,,,,,112 ACORN HILL RD,411.23,,,6/2/24
908,408,57,2000,,13.26,,,,CE,,,,118 ACORN HILL RD,796.02,,Partial?,6/2/24
909,408,57,3000,,110.62,,,,CE,,,,146 ACORN HILL RD,830.73,,Partial?,6/2/24
910,408,57,4000,,22.08,,,,CE,,,,160 ACORN HILL RD,1162.52,,,6/2/24
911,408,58,,,103.1,,,,CE,,,,82 ACORN HILL RD,1762.64,S,Partial?,6/2/24
912,408,59,,,10.07,,,,CE,,,,70 ACORN HILL RD,563.01,,,6/2/24
913,408,60,,,0.87,,,,,,,,62 ACORN HILL RD,220,,,6/2/24
915,408,61,1000,,5.02,,,,,,,,21 POUT POND LN,300,,,6/2/24
916,408,61,2000,,5.25,,,,,,,,29 POUT POND LN,383,,,6/2/24
,408,61,???,,,,,,,,,,,610,,"""Reserved""?",6/2/24
917,408,62,,,3.8,,,,,,,,53 ACORN HILL RD,300,,,6/2/24
102834,408,63,,,32.13,,,,,,,,67 ACORN HILL RD,615.09,,,6/2/24
920,408,64,1000,,16.8,,,,,,,,75 ACORN HILL RD,655.19,,,6/2/24
921,408,64,2000,,12.12,,,,,,,,77 ACORN HILL RD,0,,ROW from 408/64.1,6/2/24
,408,65,,,,,,,,408,58,,,1500,S,,6/2/24
923,408,66,,,7.7,,,,,,,,115 ACORN HILL RD,1050,S,,6/2/24
924,408,67,,,59.41,60,,,,,,,145 ACORN HILL RD,2020,S,408/67.1on tax map???,6/2/24
103252,408,67,1000,,7.59,,,,,,,,184 FRANKLIN HILL RD,1439.09,,408/67.2 on tax map???,6/2/24
925,408,68,,,0.04,,,,,,,,171 ACORN HILL RD (LAND ONLY),0,,Triangle,6/2/24
,408,69,1000,,,,,,,408,48,1000,,510,S,,6/2/24
,408,69,2000,,,,,,,408,48,2000,,346.61,,,6/2/24
934,408,70,1000,,15.7,,,,,,,,108 FRANKLIN HILL RD,305.5,,,6/2/24
935,408,70,2000,,5,,,,,,,,114 FRANKLIN HILL RD,384.3,,,6/2/24
939,408,71,1000,,47.12,,,,CE,,,,96 FRANKLIN HILL RD,967.7,,,6/2/24
940,408,71,2000,,12.1,,,,CE,,,,84 FRANKLIN HILL RD,497.3,,Partial?,6/2/24
941,408,72,,,0.99,,,,,,,,76 FRANKLIN HILL RD,209,,Partial?,6/2/24
942,408,73,,,2.41,,,ME,,,,,70 FRANKLIN HILL RD,249,,,6/2/24
943,408,74,,,2.34,,,,,,,,66 FRANKLIN HILL RD,249.6,,,6/2/24
944,408,75,1000,,21.1,,,,CE,,,,56 FRANKLIN HILL RD,498.89,,,6/2/24
,408,75,2000,NoParcel,,,,,,,,,,,,,6/2/24
101442,408,75,3000,,36,,,,CE,,,,44 FRANKLIN HILL RD,2492.3,,Not shown?,6/2/24
,409,1,,,,,,,,409,96,,,1130,S,,6/19/24
,409,2,,,,,,,CE,409,95,,,1655,S,,6/19/24
947,409,3,,,3.24,,,,,,,,1 FRANKLIN HILL RD,450,S,,6/19/24
,409,4,,NoParcel,,,,,,,,,,,,,6/19/24
949,409,5,,,112,,,,CE,,,,14 FRANKLIN HILL RD,1665,,,6/19/24
,409,6,,,,,,,,409,3,,280,S,,,6/19/24
951,409,7,,,0.61,,,,,,,,141 DORCHESTER RD,300,S,,6/19/24
952,409,8,,,0.86,,,,,,,,147 DORCHESTER RD,240,S,,6/19/24
953,409,9,,,0.5,,,,,,,,165 DORCHESTER RD,200,S,,6/19/24
954,409,10,,,0.82,,,,,,,,167 DORCHESTER RD,145,S,,6/19/24
955,409,11,,,0.6,,,,,,,,169 DORCHESTER RD,0,,No Frontage?,6/19/24
958,409,12,1000,,0.45,,,,,,,,171 DORCHESTER RD,79.76,,,6/19/24
959,409,12,2000,,0.34,,,,,,,,173 DORCHESTER RD,62.9,,,6/19/24
960,409,13,,,0.43,,,ME,,,,,175 DORCHESTER RD,67.32,,,6/19/24
961,409,14,,,2.8,,,,,,,,177 DORCHESTER RD,85.8,,,6/19/24
962,409,15,,,0.42,,,,,,,,179 DORCHESTER RD,81.8,,,6/19/24
963,409,16,,,0.59,,,,,,,,181 DORCHESTER RD,105,S,,6/19/24
964,409,17,,,4.1,,,,,,,,15 DERBY LN,20,,Derby Ln dead ends into property,6/19/24
965,409,18,,,1.3,,E,,,,,,183 DORCHESTER RD (LCAB),220,S,,6/19/24
966,409,19,,,0.87,,,,,,,,185 DORCHESTER RD,155,S,,6/19/24
967,409,20,,,1.5,,,,,,,,187 DORCHESTER RD,285,S,,6/19/24
968,409,21,,,27,,,,,,,,11 ACORN HILL RD,1170,S,,6/19/24
969,409,22,,,4.4,,,,,,,,45 ACORN HILL RD,590,S,400' D ???,6/19/24
101243,409,23,1000,,7.67,,,,,,,,32 POUT POND LN,458.08,,,6/19/24
101242,409,23,2000,,8.08,,,,,,,,34 POUT POND LN,367.17,,,6/19/24
971,409,24,,,6.9,,,,,,,,22 POUT POND LN,333,,,6/19/24
972,409,25,,,12.5,,,,,,,,38 ACORN HILL RD,500,S,,6/19/24
973,409,26,,,2.9,,,,,,,,34 ACORN HILL RD,116.26,,,6/19/24
974,409,27,,,17.8,,,,,,,,26 ACORN HILL RD,863,,,6/19/24
975,409,28,,,19.9,,,,,,,,28 ACORN HILL RD,0,,ROW from 409/27,6/19/24
976,409,29,,,9.8,,,,,,,,20 ACORN HILL RD,0,,No Frontage?,6/19/24
977,409,30,,,5,,,,,,,,8 ACORN HILL RD,447.75,,,6/19/24
978,409,31,,,1.1,,,,,,,,2 ACORN HILL RD,335,S,,6/19/24
979,409,32,,,1.4,,,,,,,,197 DORCHESTER RD,279.5,,,6/19/24
,409,33,,,,,,,,409,46,,,65,,,6/19/24
981,409,34,,,1.1,,,,,,,,201 DORCHESTER RD,160,S,,6/19/24
982,409,35,,,3.2,,,,,,,,215 DORCHESTER RD,825,,,6/19/24
983,409,36,,,5.8,,,,,,,,225 DORCHESTER RD,357,,,6/19/24
984,409,37,,,2,,,,,,,,227 DORCHESTER RD,255,,,6/19/24
,409,38,,,,,,,,409,40,,,286.9,,,6/19/24
986,409,39,,,1.7,,,,,,,,1 FLINT HILL RD,120,,,6/19/24
987,409,40,,,80.7,,,,,,,,232 DORCHESTER RD,606,,,6/19/24
,409,41,,NoParcel,,,,,,,,,,,,,6/19/24
,409,42,,NoParcel,,,,,,,,,,,,,6/19/24
990,409,43,,,10.9,,,ME,,,,,224 DORCHESTER RD,0,,No Frontage?,6/19/24
991,409,44,,,1.56,,,,,,,,228 DORCHESTER RD,344.83,,,6/19/24
992,409,45,,,207.89,,,,,,,,216 DORCHESTER RD,1020,S,,6/19/24
993,409,46,,,2.69,,,,,,,,202 DORCHESTER RD,370,,,6/19/24
994,409,47,,,5.1,,,,,,,,196 DORCHESTER RD,722.5,S,,6/19/24
995,409,48,,,0.54,,,,,,,,188 DORCHESTER RD,0,,No frontage listed,6/19/24
996,409,49,,,2.1,,,ME,,,,,182 DORCHESTER RD,330,S,,6/19/24
997,409,50,,,1.1,,,,,,,,180 DORCHESTER RD,155,S,,6/19/24
998,409,51,,,32.01,,,,,,,,11 BAKER HILL RD,1240,,,6/19/24
,409,52,,NoParcel,,,,,,,,,,,,,6/19/24
1002,409,53,1000,,58,,,,,,,,59 BAKER HILL RD,0,,ROW from 409/53.2,6/19/24
1003,409,53,2000,,30,,,,,,,,57 BAKER HILL RD,1100,,,6/19/24
1004,409,54,,,7.2,,,,,,,,63 BAKER HILL RD,511,,,6/19/24
1005,409,55,,,2.2,,,,,,,,67 + 69 BAKER HILL RD,475,,,6/19/24
1006,409,56,,,0.97,,,,,,,,71 BAKER HILL RD,385,,,6/19/24
1009,409,57,,,75,,,,CE,,,,95 BAKER HILL RD,1071.5,,,6/19/24
,409,58,,NoParcel,,,,,,,,,,,,,6/19/24
102996,409,59,,,108,,,,,,,,117 BAKER HILL RD,2035,S,,6/19/24
1015,409,60,,,5.1,,,,,,,,127 BAKER HILL RD,450,,,6/19/24
1016,409,61,,,2,,,,,,,,124 BAKER HILL RD,530,,,6/19/24
,409,62,,,,,,,,409,77,,,375,S,,6/19/24
1018,409,63,,,12.1,,,,,,,,25 ISAAC PERKINS RD,1120,S,,6/19/24
1019,409,64,,,3.2,,,,,,,,41 ISAAC PERKINS RD,365,S,210' D ???,6/19/24
1020,409,65,,,4.1,,,,,,,,47 ISAAC PERKINS RD,606,,,6/19/24
,409,66,,,,,,,,409,67,,,925,S,,6/19/24
1022,409,67,,,52,,,,,,,,68 ISAAC PERKINS RD,1015,S,,6/19/24
1023,409,68,,,5.9,,,,,,,,54 ISAAC PERKINS RD,325,S,,6/19/24
1024,409,69,,,2.1,,,,,,,,48 ISAAC PERKINS RD,312.5,,,6/19/24
1025,409,70,,,9.1,,,,,,,,40 ISAAC PERKINS RD,357,,,6/19/24
1026,409,71,,,16.9,,,,,,,,34 ISAAC PERKINS RD,945,,,6/19/24
1027,409,72,,,241,,,,,,,,160 EAST ST,1875,S,Frontage on Alden Rd,6/19/24
1028,409,73,,,6,,,,,,,,65 ALDEN LN,1317,,,6/19/24
,409,74,,NoParcel,,,,,,,,,,,,,6/19/24
1030,409,75,,,13,,,,,,,,16 ISAAC PERKINS RD,548.9,,,6/19/24
1031,409,76,,,11.8,,,,,,,,10 ISAAC PERKINS-1 ALDEN RD,1366.1,,,6/19/24
101282,409,77,,,49.6,,,,,,,,6 ISAAC PERKINS RD,455,,,6/19/24
1033,409,78,,,32.5,,,,,,,,60 BAKER HILL RD,0,,ROW from 409/77,6/19/24
1034,409,79,,,37,,,,,,,,62 BAKER HILL RD,0,,ROW from 409/77,6/19/24
1035,409,80,,,5.37,,,,,,,,56 BAKER HILL RD,211.31,,,6/19/24
100302,409,81,,,4.13,,,,,,,,54 BAKER HILL RD,211,,,6/19/24
1037,409,82,,,10.5,,,,,,,,48 BAKER HILL RD,734,,,6/19/24
1038,409,83,,,0.47,,,,,,,,14 BAKER HILL RD,340,S,,6/19/24
1039,409,84,,,81.21,,,,CE,,,,12 BAKER HILL RD,965.56,,,6/19/24
1040,409,85,,,0.53,,,,,,,,2 BAKER HILL RD,100,S,,6/19/24
1041,409,86,,,0.67,,,,,,,,176 DORCHESTER RD,175,S,,6/19/24
1042,409,87,,,0.71,,,,,,,,168 DORCHESTER RD,95.8,,,6/19/24
1043,409,88,,,0.22,,,,,,,,166 DORCHESTER RD,54.76,,,6/19/24
,409,89,,NoParcel,,,,,,,,,,,,,6/19/24
1045,409,90,,,0.48,,,,,,,,162 DORCHESTER RD,325,S,,6/19/24
1046,409,91,,,1.5,,,,,,,,150 DORCHESTER RD,775,,,6/19/24
103220,409,92,,,1.5,,,,,,,,132 DORCHESTER RD,700,S,,6/19/24
1048,409,93,,,0.34,,,,,,,,130 DORCHESTER RD,0,,No frontage?,6/19/24
1049,409,94,,,17,,,,,,,,116 DORCHESTER RD,990,S,,6/19/24
1051,409,95,,,4.4,,,,,,,,98 DORCHESTER RD,590,S,,6/19/24
1052,409,96,,,23.3,,,,,,,,72 DORCHESTER RD,930,S,,6/19/24
,409,97,,NoParcel,,,,,,,,,,,,,6/19/24
1053,409,98,,,236.8,,,,,,,,136 WASHBURN HILL RD,2907,,,6/19/24
1054,409,99,,,84,,,,,,,,92 WASHBURN HILL RD,1770,S,,6/19/24
1055,409,100,,,113,,,,CE,,,,100 EAST ST,1906,,,6/19/24
,410,1,,NoParcel,,,,,,,,,,,,,6/19/24
1057,410,2,,,28.4,,,,,,,,60 EAST ST,1060,,,6/19/24
1058,410,3,,,26,,,,,,,,294 BAKER HILL RD,2120,,,6/19/24
,410,4,,NoParcel,,,,,,,,,,,,,6/19/24
1060,410,5,,,44.4,,,ME,CE,,,,232 BAKER HILL RD,1859.9,,,6/19/24
1061,410,6,,,7.9,,,,,,,,216 BAKER HILL RD,930,S,836' D,6/19/24
,410,7,,NoParcel,,,,,,,,,,,,,6/19/24
,410,8,,NoParcel,,,,,,,,,,,,,6/19/24
1064,410,9,1000,,55.4,,,ME,CE,,,,190 BAKER HILL RD,601,,,6/19/24
100041,410,9,2000,,37.35,,,,CE,,,,198 BAKER HILL RD,330,,,6/19/24
1068,410,10,1000,,52.01,,,,,,,,172 BAKER HILL RD,530,,,6/19/24
1069,410,10,2000,,12,,,,,,,,180 BAKER HILL RD,436,,,6/19/24
1070,410,11,,,9.2,,,,,,,,168 BAKER HILL RD,475,,,6/19/24
